,Country,Date,Atleast1dose,FullVaccination,DosePer,FullVaccPer
1166,Estonia,2021-02-12,44486,21312,3.40,1.60
1167,Estonia,2021-02-13,46020,22126,3.50,1.70
1168,Estonia,2021-02-14,46152,22284,3.50,1.70
1169,Estonia,2021-02-15,46154,22343,3.50,1.70
1170,Estonia,2021-02-16,46740,22573,3.50,1.70
1171,Estonia,2021-02-17,48573,23149,3.70,1.70
1172,Estonia,2021-02-18,52263,23812,3.90,1.80
1173,Estonia,2021-02-19,57543,24827,4.30,1.90
1175,Estonia,2021-02-20,61316,25831,4.60,1.90
1176,Estonia,2021-02-21,61904,26053,4.70,2.00
1177,Estonia,2021-02-22,62415,26375,4.70,2.00
1178,Estonia,2021-02-23,64508,27277,4.90,2.10
1179,Estonia,2021-02-24,68297,28218,5.20,2.10
1180,Estonia,2021-02-25,68629,28351,5.20,2.10
1181,Estonia,2021-02-27,77536,33503,5.90,2.50
1182,Estonia,2021-03-01,78759,34050,5.90,2.60
1183,Estonia,2021-03-02,81209,35067,6.10,2.60
1184,Estonia,2021-03-04,87086,39762,6.60,3.00
1185,Estonia,2021-03-05,92270,42234,7.00,3.20
1186,Estonia,2021-03-07,101452,43942,7.70,3.30
1187,Estonia,2021-03-09,105845,44235,8.00,3.30
1188,Estonia,2021-03-10,109865,45310,8.30,3.40
1189,Estonia,2021-03-11,113898,47795,8.60,3.60
1190,Estonia,2021-03-13,127829,52571,9.60,4.00
1191,Estonia,2021-03-14,133263,52649,10.10,4.00
1192,Estonia,2021-03-15,138543,52664,10.50,4.00
1193,Estonia,2021-03-16,141912,52932,10.70,4.00
1194,Estonia,2021-03-17,145665,53729,11.00,4.10
1195,Estonia,2021-03-18,150844,53987,11.40,4.10
1196,Estonia,2021-03-19,157489,54772,11.90,4.10
1197,Estonia,2021-03-20,163936,56946,12.40,4.30
1198,Estonia,2021-03-21,166163,57003,12.50,4.30
1199,Estonia,2021-03-22,167488,57023,12.60,4.30
1200,Estonia,2021-03-23,169435,57559,12.80,4.30
1201,Estonia,2021-03-24,172183,57738,13.00,4.40
1202,Estonia,2021-03-25,177457,58143,13.40,4.40
1203,Estonia,2021-03-27,191723,60555,14.50,4.60
1204,Estonia,2021-03-28,193870,60813,14.60,4.60
1205,Estonia,2021-03-29,194358,60861,14.70,4.60
1206,Estonia,2021-03-31,198905,62184,15.00,4.70
1207,Estonia,2021-04-01,203365,63696,15.40,4.80
1208,Estonia,2021-04-02,211367,67645,16.00,5.10
1209,Estonia,2021-04-03,214921,68025,16.20,5.10
1210,Estonia,2021-04-04,223153,68648,16.80,5.20
1211,Estonia,2021-04-05,227246,68785,17.20,5.20
1212,Estonia,2021-04-06,229241,69779,17.30,5.30
1213,Estonia,2021-04-07,231710,70916,17.50,5.40
1214,Estonia,2021-04-08,236598,72035,17.90,5.40
1215,Malta,2021-01-17,11705,0,2.30,0.00
1216,Malta,2021-01-18,13002,0,2.60,0.00
1217,Malta,2021-01-19,14276,0,2.80,0.00
1218,Malta,2021-01-21,16531,0,3.30,0.00
1219,Malta,2021-01-22,17767,0,3.50,0.00
1220,Malta,2021-01-23,18930,0,3.80,0.00
1221,Malta,2021-01-25,19709,1463,3.90,0.30
1222,Malta,2021-01-26,20677,1694,4.10,0.30
1223,Malta,2021-01-27,21417,2095,4.30,0.40
1224,Malta,2021-01-28,22162,2518,4.40,0.50
1225,Malta,2021-01-30,23391,3456,4.70,0.70
1226,Malta,2021-01-31,23811,3948,4.70,0.80
1227,Malta,2021-02-01,24526,4476,4.90,0.90
1228,Malta,2021-02-03,26223,5410,5.20,1.10
1229,Malta,2021-02-04,27020,6457,5.40,1.30
1230,Malta,2021-02-05,28082,7594,5.60,1.50
1231,Malta,2021-02-07,29339,9918,5.80,2.00
1232,Malta,2021-02-08,30235,11050,6.00,2.20
1233,Malta,2021-02-09,31202,12135,6.20,2.40
1234,Malta,2021-02-11,32524,13820,6.50,2.70
1235,Malta,2021-02-12,33735,14739,6.70,2.90
1236,Malta,2021-02-13,34574,15601,6.90,3.10
1237,Malta,2021-02-14,35376,16265,7.00,3.20
1238,Malta,2021-02-16,37866,17843,7.50,3.50
1239,Malta,2021-02-17,39147,18536,7.80,3.70
1240,Malta,2021-02-18,40503,19199,8.10,3.80
1241,Malta,2021-02-20,43119,20189,8.60,4.00
1242,Malta,2021-02-21,43888,20531,8.70,4.10
1243,Malta,2021-02-22,45174,21160,9.00,4.20
1244,Malta,2021-02-24,49061,22501,9.80,4.50
1245,Malta,2021-02-25,50249,23395,10.00,4.70
1246,Malta,2021-02-26,51041,25118,10.20,5.00
1247,Malta,2021-02-27,51186,26781,10.20,5.30
1248,Malta,2021-03-01,52862,29021,10.50,5.80
1249,Malta,2021-03-02,54381,29748,10.80,5.90
1250,Malta,2021-03-03,56525,30329,11.20,6.00
1251,Malta,2021-03-05,61096,31710,12.20,6.30
1252,Malta,2021-03-06,63479,32420,12.60,6.40
1253,Malta,2021-03-07,65002,32862,12.90,6.50
1254,Malta,2021-03-09,70323,35093,14.00,7.00
1255,Malta,2021-03-10,72725,36246,14.50,7.20
1256,Malta,2021-03-11,76076,37182,15.10,7.40
1257,Malta,2021-03-13,80974,39099,16.10,7.80
1258,Malta,2021-03-14,82671,39695,16.40,7.90
1259,Malta,2021-03-15,85596,40681,17.00,8.10
1260,Malta,2021-03-16,90002,40859,17.90,8.10
1261,Malta,2021-03-18,95707,42557,19.00,8.50
1262,Malta,2021-03-19,97064,43267,19.30,8.60
1263,Malta,2021-03-20,99250,43919,19.70,8.70
1264,Malta,2021-03-22,105611,45286,21.00,9.00
1265,Malta,2021-03-23,109538,46140,21.80,9.20
1266,Malta,2021-03-24,113179,47081,22.50,9.40
1267,Malta,2021-03-26,121823,50050,24.20,10.00
1268,Malta,2021-03-27,126055,50557,25.10,10.10
1269,Malta,2021-03-28,129350,51237,25.70,10.20
1270,Malta,2021-03-30,138176,53540,27.50,10.70
1271,Malta,2021-03-31,142805,54578,28.40,10.90
1272,Malta,2021-04-01,147956,55597,29.40,11.10
1273,Malta,2021-04-02,151942,57123,30.20,11.40
1274,Malta,2021-04-04,156668,59032,31.20,11.70
1275,Malta,2021-04-05,159065,60096,31.60,12.00
1276,Malta,2021-04-06,161909,61111,32.20,12.20
1277,Malta,2021-04-08,167130,65205,33.20,13.00
1278,Malta,2021-04-09,170315,67491,33.90,13.40
1279,Croatia,2020-12-30,7864,0,0.20,0.00
1281,Croatia,2021-01-03,12285,0,0.30,0.00
1282,Croatia,2021-01-05,13798,0,0.30,0.00
1284,Croatia,2021-01-07,20603,0,0.50,0.00
1286,Croatia,2021-01-08,24985,0,0.60,0.00
1288,Croatia,2021-01-09,30000,0,0.70,0.00
1289,Croatia,2021-01-13,34553,0,0.80,0.00
1291,Croatia,2021-01-14,38000,0,0.90,0.00
1293,Croatia,2021-01-15,41532,0,1.00,0.00
1295,Croatia,2021-01-16,45906,0,1.10,0.00
1296,Croatia,2021-01-19,54304,0,1.30,0.00
1298,Croatia,2021-01-25,58077,11907,1.40,0.30
1300,Croatia,2021-02-01,58829,25099,1.40,0.60
1302,Croatia,2021-02-03,59064,28865,1.40,0.70
1303,Croatia,2021-02-04,59593,35912,1.50,0.90
1305,Croatia,2021-02-09,61241,41966,1.50,1.00
1307,Croatia,2021-02-11,64775,47969,1.60,1.20
1309,Croatia,2021-02-15,67825,52778,1.70,1.30
1310,Croatia,2021-02-18,87169,55053,2.10,1.40
1312,Croatia,2021-02-22,108311,57835,2.70,1.40
1314,Croatia,2021-02-24,125771,58305,3.10,1.40
1315,Croatia,2021-02-25,135756,58511,3.30,1.40
1317,Croatia,2021-03-01,153085,59983,3.80,1.50
1319,Croatia,2021-03-04,182000,60000,4.50,1.50
1321,Croatia,2021-03-08,202167,63056,5.00,1.50
1322,Croatia,2021-03-12,233423,67533,5.70,1.70
1324,Croatia,2021-03-19,288622,76460,7.10,1.90
1326,Croatia,2021-03-22,311448,79209,7.60,1.90
1328,Croatia,2021-03-26,335916,80829,8.20,2.00
1329,Croatia,2021-03-28,348648,81748,8.60,2.00
1331,Croatia,2021-03-31,385724,89313,9.50,2.20
1333,Croatia,2021-04-01,404518,92380,9.90,2.30
1335,Croatia,2021-04-02,419431,96047,10.30,2.40
1336,Croatia,2021-04-04,426037,98334,10.50,2.40
1338,Croatia,2021-04-06,427387,99027,10.50,2.40
1340,Croatia,2021-04-07,432601,100808,10.60,2.50
1342,Croatia,2021-04-08,440890,102546,10.80,2.50
1343,Greece,2020-12-28,447,0,0.00,0.00
1344,Greece,2020-12-29,1077,0,0.00,0.00
1345,Greece,2020-12-31,2339,0,0.00,0.00
1346,Greece,2021-01-01,2603,0,0.00,0.00
1347,Greece,2021-01-02,3149,0,0.00,0.00
1348,Greece,2021-01-04,10327,0,0.10,0.00
1349,Greece,2021-01-05,16631,0,0.20,0.00
1350,Greece,2021-01-07,26445,0,0.20,0.00
1351,Greece,2021-01-08,35272,0,0.30,0.00
1352,Greece,2021-01-10,44645,0,0.40,0.00
1353,Greece,2021-01-11,50045,0,0.50,0.00
1354,Greece,2021-01-13,64932,0,0.60,0.00
1355,Greece,2021-01-14,70960,0,0.70,0.00
1356,Greece,2021-01-16,80389,2,0.70,0.00
1357,Greece,2021-01-18,85475,423,0.80,0.00
1358,Greece,2021-01-20,108167,1664,1.00,0.00
1359,Greece,2021-01-21,123667,2261,1.20,0.00
1360,Greece,2021-01-23,156966,3135,1.50,0.00
1361,Greece,2021-01-25,171890,8061,1.60,0.10
1362,Greece,2021-01-26,184610,13145,1.70,0.10
1363,Greece,2021-01-28,210488,23797,2.00,0.20
1364,Greece,2021-01-29,220621,32742,2.10,0.30
1365,Greece,2021-02-01,247251,46566,2.30,0.40
1366,Greece,2021-02-02,261543,54085,2.40,0.50
1367,Greece,2021-02-04,291259,68464,2.70,0.60
1368,Greece,2021-02-05,306441,73695,2.90,0.70
1369,Greece,2021-02-08,332812,84753,3.10,0.80
1370,Greece,2021-02-09,345290,92582,3.20,0.90
1371,Greece,2021-02-11,360800,121616,3.40,1.10
1372,Greece,2021-02-12,366749,139289,3.40,1.30
1373,Greece,2021-02-15,386049,168696,3.60,1.60
1374,Greece,2021-02-16,397840,177926,3.70,1.70
1375,Greece,2021-02-18,430124,203913,4.00,1.90
1376,Greece,2021-02-19,449073,215274,4.20,2.00
1377,Greece,2021-02-20,465842,227594,4.30,2.10
1378,Greece,2021-02-22,486820,243590,4.50,2.30
1379,Greece,2021-02-23,505148,257476,4.70,2.40
1380,Greece,2021-02-25,540039,286331,5.00,2.70
1381,Greece,2021-02-26,556380,300926,5.20,2.80
1382,Greece,2021-03-01,594053,327136,5.50,3.10
1383,Greece,2021-03-02,617737,339402,5.80,3.20
1384,Greece,2021-03-04,669152,355559,6.20,3.30
1385,Greece,2021-03-05,697876,361428,6.50,3.40
1386,Greece,2021-03-08,753636,372424,7.00,3.50
1387,Greece,2021-03-09,780536,377850,7.30,3.50
1388,Greece,2021-03-11,831761,390632,7.80,3.60
1389,Greece,2021-03-12,855151,398936,8.00,3.70
1390,Greece,2021-03-15,877644,407793,8.20,3.80
1391,Greece,2021-03-16,895920,420634,8.40,3.90
1392,Greece,2021-03-17,915641,430094,8.50,4.00
1393,Greece,2021-03-19,956745,450319,8.90,4.20
1394,Greece,2021-03-20,977045,459446,9.10,4.30
1395,Greece,2021-03-23,1018670,484817,9.50,4.50
1396,Greece,2021-03-24,1035543,501414,9.70,4.70
1397,Greece,2021-03-26,1046291,526435,9.80,4.90
1398,Greece,2021-03-27,1055744,548494,9.80,5.10
1399,Greece,2021-03-30,1080658,588298,10.10,5.50
1400,Greece,2021-03-31,1092633,607174,10.20,5.70
1401,Greece,2021-04-02,1135585,641917,10.60,6.00
1402,Greece,2021-04-03,1171420,658942,10.90,6.10
1403,Greece,2021-04-06,1269938,676401,11.80,6.30
1404,Greece,2021-04-07,1312896,690748,12.20,6.40
1405,Greece,2021-04-09,1394013,720209,13.00,6.70
1406,Hungary,2021-01-23,145257,8135,1.50,0.10
1407,Hungary,2021-01-24,146695,9403,1.50,0.10
1408,Hungary,2021-01-25,149676,12639,1.50,0.10
1409,Hungary,2021-01-27,161215,26293,1.60,0.30
1410,Hungary,2021-01-28,175283,37727,1.80,0.40
1411,Hungary,2021-01-29,198283,49606,2.00,0.50
1412,Hungary,2021-01-30,222005,56825,2.30,0.60
1413,Hungary,2021-01-31,237872,61266,2.40,0.60
1414,Hungary,2021-02-02,247270,75036,2.50,0.80
1415,Hungary,2021-02-03,249687,84452,2.60,0.90
1416,Hungary,2021-02-04,264530,92773,2.70,0.90
1417,Hungary,2021-02-05,279410,101652,2.90,1.00
1418,Hungary,2021-02-06,286379,105242,2.90,1.10
1419,Hungary,2021-02-08,291396,110395,3.00,1.10
1420,Hungary,2021-02-09,292627,113570,3.00,1.20
1421,Hungary,2021-02-10,294624,117368,3.00,1.20
1422,Hungary,2021-02-11,310448,120649,3.20,1.20
1423,Hungary,2021-02-12,330745,124423,3.40,1.30
1424,Hungary,2021-02-14,336297,129339,3.40,1.30
1425,Hungary,2021-02-15,341958,131593,3.50,1.30
1426,Hungary,2021-02-16,348927,134824,3.60,1.40
1427,Hungary,2021-02-17,365021,141023,3.70,1.40
1428,Hungary,2021-02-19,427309,172739,4.40,1.80
1429,Hungary,2021-02-20,445535,190705,4.60,2.00
1430,Hungary,2021-02-21,453457,201005,4.60,2.10
1431,Hungary,2021-02-22,457096,205720,4.70,2.10
1432,Hungary,2021-02-23,471004,208846,4.80,2.10
1433,Hungary,2021-02-25,521283,240622,5.30,2.50
1434,Hungary,2021-02-26,563601,244407,5.80,2.50
1435,Hungary,2021-02-27,677682,249499,6.90,2.60
1436,Hungary,2021-02-28,685247,251691,7.00,2.60
1437,Hungary,2021-03-01,721677,252847,7.40,2.60
1438,Hungary,2021-03-03,785440,267153,8.00,2.70
1439,Hungary,2021-03-04,862953,279727,8.80,2.90
1440,Hungary,2021-03-05,949497,304880,9.70,3.10
1441,Hungary,2021-03-06,981401,307573,10.00,3.10
1442,Hungary,2021-03-07,1002714,307929,10.30,3.20
1443,Hungary,2021-03-09,1107791,317906,11.30,3.30
1444,Hungary,2021-03-10,1149557,327428,11.80,3.40
1445,Hungary,2021-03-11,1229827,351694,12.60,3.60
1446,Hungary,2021-03-12,1293414,377343,13.20,3.90
1447,Hungary,2021-03-13,1319266,392703,13.50,4.00
1448,Hungary,2021-03-15,1347073,399505,13.80,4.10
1449,Hungary,2021-03-16,1397342,406746,14.30,4.20
1450,Hungary,2021-03-17,1441706,421915,14.80,4.30
1451,Hungary,2021-03-18,1477554,444451,15.10,4.50
1452,Hungary,2021-03-19,1520350,465643,15.60,4.80
1453,Hungary,2021-03-21,1589601,479389,16.30,4.90
1454,Hungary,2021-03-22,1636436,481820,16.70,4.90
1455,Hungary,2021-03-23,1696110,494520,17.40,5.10
1456,Hungary,2021-03-24,1747519,524604,17.90,5.40
1457,Hungary,2021-03-26,1870631,667303,19.10,6.80
1458,Hungary,2021-03-27,1903498,685971,19.50,7.00
1459,Hungary,2021-03-28,1920347,689392,19.70,7.10
1460,Hungary,2021-03-30,2011029,753187,20.60,7.70
1461,Hungary,2021-03-31,2065948,787207,21.10,8.10
1462,Hungary,2021-04-02,2235731,891002,22.90,9.10
1463,Hungary,2021-04-03,2312501,905117,23.70,9.30
1464,Hungary,2021-04-04,2362839,913012,24.20,9.30
1465,Hungary,2021-04-05,2432313,922886,24.90,9.40
1466,Hungary,2021-04-06,2536751,1005936,26.00,10.30
1467,Hungary,2021-04-08,2689102,1126139,27.50,11.50
1468,Hungary,2021-04-09,2760938,1171475,28.30,12.00
1469,Cyprus,2021-01-06,3901,0,0.40,0.00
1472,Cyprus,2021-01-10,6035,0,0.70,0.00
1476,Cyprus,2021-01-16,10226,0,1.20,0.00
1481,Cyprus,2021-01-23,15322,2057,1.70,0.20
1485,Cyprus,2021-01-30,19618,5551,2.20,0.60
1490,Cyprus,2021-02-06,22813,10024,2.60,1.10
1494,Cyprus,2021-02-13,29592,14837,3.40,1.70
1499,Cyprus,2021-02-20,37570,19221,4.30,2.20
1503,Cyprus,2021-02-23,44239,20323,5.10,2.30
1508,Cyprus,2021-02-26,53617,22559,6.10,2.60
1512,Cyprus,2021-03-07,70534,28741,8.10,3.30
1517,Cyprus,2021-03-20,93475,35963,10.70,4.10
1521,Cyprus,2021-04-03,114660,46866,13.10,5.40
1526,Cyprus,2021-04-07,124165,50461,14.20,5.80
1530,Cyprus,2021-04-09,130937,52288,14.90,6.00
1533,Luxembourg,2021-04-08,91074,30879,14.80,5.00
1534,Luxembourg,2021-01-11,1943,0,0.30,0.00
1535,Luxembourg,2021-01-12,2372,0,0.40,0.00
1536,Luxembourg,2021-01-13,2871,0,0.50,0.00
1537,Luxembourg,2021-01-14,3233,0,0.50,0.00
1538,Luxembourg,2021-01-17,3755,0,0.60,0.00
1539,Luxembourg,2021-01-18,4569,0,0.70,0.00
1540,Luxembourg,2021-01-19,5294,0,0.90,0.00
1541,Luxembourg,2021-01-20,6193,0,1.00,0.00
1542,Luxembourg,2021-01-21,6897,0,1.10,0.00
1544,Luxembourg,2021-01-25,7309,1245,1.20,0.20
1545,Luxembourg,2021-01-26,8280,1245,1.30,0.20
1546,Luxembourg,2021-01-27,9107,1342,1.50,0.20
1547,Luxembourg,2021-01-28,9890,1483,1.60,0.20
1548,Luxembourg,2021-01-31,10748,1680,1.80,0.30
1549,Luxembourg,2021-02-01,11336,1905,1.80,0.30
1550,Luxembourg,2021-02-02,11925,2327,1.90,0.40
1551,Luxembourg,2021-02-03,12597,2810,2.10,0.50
1552,Luxembourg,2021-02-04,13256,3163,2.20,0.50
1553,Luxembourg,2021-02-07,13940,3688,2.30,0.60
1554,Luxembourg,2021-02-08,14089,4050,2.30,0.70
1555,Luxembourg,2021-02-09,14227,4426,2.30,0.70
1556,Luxembourg,2021-02-10,15052,4871,2.50,0.80
1557,Luxembourg,2021-02-11,16131,5259,2.60,0.90
1558,Luxembourg,2021-02-14,17257,5638,2.80,0.90
1559,Luxembourg,2021-02-15,18055,5969,2.90,1.00
1560,Luxembourg,2021-02-16,19622,6296,3.20,1.00
1561,Luxembourg,2021-02-17,20605,6514,3.40,1.10
1562,Luxembourg,2021-02-18,21853,7080,3.60,1.20
1563,Luxembourg,2021-02-21,23259,7726,3.80,1.30
1564,Luxembourg,2021-02-22,23685,8241,3.90,1.30
1565,Luxembourg,2021-02-23,24508,8862,4.00,1.40
1566,Luxembourg,2021-02-24,25285,9475,4.10,1.50
1567,Luxembourg,2021-02-25,26089,9982,4.20,1.60
1568,Luxembourg,2021-02-28,27093,10700,4.40,1.70
1569,Luxembourg,2021-03-01,27655,11466,4.50,1.90
1570,Luxembourg,2021-03-02,28476,11984,4.60,2.00
1571,Luxembourg,2021-03-03,29401,12717,4.80,2.10
1572,Luxembourg,2021-03-04,30723,13448,5.00,2.20
1573,Luxembourg,2021-03-07,32591,14118,5.30,2.30
1574,Luxembourg,2021-03-08,33238,14277,5.40,2.30
1575,Luxembourg,2021-03-09,34530,14431,5.60,2.40
1576,Luxembourg,2021-03-10,36693,14764,6.00,2.40
1577,Luxembourg,2021-03-11,39558,15307,6.40,2.50
1578,Luxembourg,2021-03-14,43479,15569,7.10,2.50
1580,Luxembourg,2021-03-15,44735,15852,7.30,2.60
1581,Luxembourg,2021-03-16,47598,16470,7.80,2.70
1582,Luxembourg,2021-03-17,50220,16934,8.20,2.80
1583,Luxembourg,2021-03-18,52870,17469,8.60,2.80
1584,Luxembourg,2021-03-21,56383,17872,9.20,2.90
1585,Luxembourg,2021-03-22,57406,18126,9.40,3.00
1586,Luxembourg,2021-03-23,59310,18687,9.70,3.00
1587,Luxembourg,2021-03-24,61026,19302,9.90,3.10
1588,Luxembourg,2021-03-25,62812,19841,10.20,3.20
1589,Luxembourg,2021-03-28,68613,21071,11.20,3.40
1590,Luxembourg,2021-03-30,70911,21663,11.60,3.50
1591,Luxembourg,2021-03-31,73152,22505,11.90,3.70
1592,Luxembourg,2021-04-01,75862,23494,12.40,3.80
1593,Luxembourg,2021-04-05,83652,25288,13.60,4.10
1594,Luxembourg,2021-04-06,86356,26408,14.10,4.30
1595,Luxembourg,2021-04-07,88717,28420,14.50,4.60
1597,Netherlands,2021-01-17,77000,0,0.4,0
1598,Netherlands,2021-01-24,146612,0,0.8,0
1599,Netherlands,2021-01-31,327834,15692,1.9,0.1
1601,Netherlands,2021-02-14,628993,154445,3.6,0.9
1602,Netherlands,2021-02-21,795326,218713,4.6,1.3
1603,Netherlands,2021-02-28,1004757,331671,5.8,1.9
1605,Netherlands,2021-03-14,1394603,493123,8.1,2.9
1606,Netherlands,2021-03-21,1492489,605491,8.6,3.5
1607,Netherlands,2021-03-28,1688490,690062,9.8,4
