,Country,Date,Atleast1dose,FullVaccination,DosePer,FullVaccPer
632,Latvia,2021-03-29,106732,22330,5.60,1.20
633,Latvia,2021-03-31,115485,24245,6.00,1.30
634,Latvia,2021-04-01,118865,24956,6.20,1.30
635,Latvia,2021-04-03,122612,25019,6.40,1.30
636,Latvia,2021-04-04,124236,25019,6.50,1.30
637,Latvia,2021-04-06,130800,25385,6.80,1.30
638,Latvia,2021-04-07,138893,25813,7.20,1.30
639,Latvia,2021-04-09,149157,26243,7.80,1.40
640,Lithuania,2020-12-27,2420,0,0.10,0.00
641,Lithuania,2020-12-28,5207,0,0.20,0.00
642,Lithuania,2020-12-30,9726,0,0.30,0.00
643,Lithuania,2020-12-31,9751,0,0.30,0.00
644,Lithuania,2021-01-05,10375,0,0.40,0.00
645,Lithuania,2021-01-06,13875,0,0.50,0.00
646,Lithuania,2021-01-08,23203,0,0.80,0.00
647,Lithuania,2021-01-09,23507,0,0.80,0.00
648,Lithuania,2021-01-11,25719,0,0.90,0.00
649,Lithuania,2021-01-13,34040,0,1.20,0.00
650,Lithuania,2021-01-14,42668,0,1.50,0.00
651,Lithuania,2021-01-16,51043,0,1.80,0.00
652,Lithuania,2021-01-17,51085,1089,1.80,0.00
653,Lithuania,2021-01-19,56300,6676,2.00,0.20
654,Lithuania,2021-01-20,57936,8509,2.10,0.30
655,Lithuania,2021-01-22,59170,9217,2.10,0.30
656,Lithuania,2021-01-23,59178,9217,2.10,0.30
657,Lithuania,2021-01-26,61751,9847,2.20,0.40
658,Lithuania,2021-01-27,65580,12904,2.30,0.50
659,Lithuania,2021-01-29,71954,21654,2.60,0.80
660,Lithuania,2021-01-31,72158,22087,2.60,0.80
661,Lithuania,2021-02-01,73209,23918,2.60,0.90
662,Lithuania,2021-02-03,76494,31285,2.70,1.10
663,Lithuania,2021-02-04,78025,39589,2.80,1.40
664,Lithuania,2021-02-06,79047,46542,2.80,1.70
665,Lithuania,2021-02-07,79049,46637,2.80,1.70
666,Lithuania,2021-02-09,80350,50834,2.90,1.80
667,Lithuania,2021-02-10,84868,52465,3.00,1.90
668,Lithuania,2021-02-12,98908,54746,3.50,2.00
669,Lithuania,2021-02-13,99354,54746,3.60,2.00
670,Lithuania,2021-02-16,103624,55649,3.70,2.00
671,Lithuania,2021-02-18,114497,64339,4.10,2.30
672,Lithuania,2021-02-19,121632,67649,4.40,2.40
673,Lithuania,2021-02-22,126477,69285,4.50,2.50
674,Lithuania,2021-02-23,133997,70390,4.80,2.50
675,Lithuania,2021-02-25,155617,72253,5.60,2.60
676,Lithuania,2021-02-26,164556,73287,5.90,2.60
677,Lithuania,2021-02-28,165634,73318,5.90,2.60
678,Lithuania,2021-03-01,173019,73463,6.20,2.60
679,Lithuania,2021-03-03,191447,76266,6.90,2.70
680,Lithuania,2021-03-04,201675,81390,7.20,2.90
681,Lithuania,2021-03-06,211469,86153,7.60,3.10
682,Lithuania,2021-03-08,219400,87115,7.90,3.10
683,Lithuania,2021-03-09,229893,88481,8.20,3.20
684,Lithuania,2021-03-11,243395,91713,8.70,3.30
685,Lithuania,2021-03-12,254012,98993,9.10,3.50
686,Lithuania,2021-03-14,255068,99706,9.10,3.60
687,Lithuania,2021-03-15,261916,100829,9.40,3.60
688,Lithuania,2021-03-17,270146,113228,9.70,4.10
689,Lithuania,2021-03-18,272910,118807,9.80,4.30
690,Lithuania,2021-03-20,276564,125129,9.90,4.50
691,Lithuania,2021-03-21,276576,125149,9.90,4.50
692,Lithuania,2021-03-23,290578,132175,10.40,4.70
693,Lithuania,2021-03-25,312712,144443,11.20,5.20
694,Lithuania,2021-03-26,322476,151061,11.50,5.40
695,Lithuania,2021-03-28,325609,151257,11.70,5.40
696,Lithuania,2021-03-29,331429,153298,11.90,5.50
697,Lithuania,2021-03-31,351296,166727,12.60,6.00
698,Lithuania,2021-04-01,366705,169419,13.10,6.10
699,Lithuania,2021-04-03,387476,176852,13.90,6.30
700,Lithuania,2021-04-04,389883,176854,14.00,6.30
701,Lithuania,2021-04-06,405179,179818,14.50,6.40
702,Lithuania,2021-04-07,416636,180819,14.90,6.50
703,Lithuania,2021-04-09,463596,188960,16.60,6.80
704,Poland,2021-01-03,50833,0,0.10,0.00
705,Poland,2021-01-05,140226,0,0.40,0.00
706,Poland,2021-01-06,160359,0,0.40,0.00
707,Poland,2021-01-07,188956,0,0.50,0.00
708,Poland,2021-01-08,198787,0,0.50,0.00
709,Poland,2021-01-10,203053,0,0.50,0.00
710,Poland,2021-01-11,257834,0,0.70,0.00
711,Poland,2021-01-12,309620,0,0.80,0.00
712,Poland,2021-01-14,410480,0,1.10,0.00
713,Poland,2021-01-15,436963,0,1.20,0.00
714,Poland,2021-01-16,457303,0,1.20,0.00
715,Poland,2021-01-17,468795,671,1.20,0.00
716,Poland,2021-01-19,530055,11174,1.40,0.00
717,Poland,2021-01-20,566793,24992,1.50,0.10
718,Poland,2021-01-21,605313,39686,1.60,0.10
719,Poland,2021-01-23,654184,46980,1.70,0.10
720,Poland,2021-01-24,659753,47721,1.70,0.10
721,Poland,2021-01-25,701222,75765,1.80,0.20
722,Poland,2021-01-26,782413,123044,2.10,0.30
723,Poland,2021-01-28,917908,179128,2.40,0.50
724,Poland,2021-01-29,945600,195481,2.50,0.50
725,Poland,2021-01-30,958453,198478,2.50,0.50
726,Poland,2021-01-31,976367,200537,2.60,0.50
727,Poland,2021-02-02,1053245,289190,2.80,0.80
728,Poland,2021-02-03,1117146,344432,2.90,0.90
729,Poland,2021-02-04,1171229,395375,3.10,1.00
730,Poland,2021-02-06,1200793,440365,3.20,1.20
731,Poland,2021-02-07,1206212,450496,3.20,1.20
732,Poland,2021-02-09,1291569,482146,3.40,1.30
733,Poland,2021-02-11,1413132,580607,3.70,1.50
734,Poland,2021-02-13,1466439,640650,3.90,1.70
735,Poland,2021-02-14,1476274,645971,3.90,1.70
736,Poland,2021-02-15,1500911,658235,4.00,1.70
737,Poland,2021-02-17,1610734,774060,4.20,2.00
738,Poland,2021-02-18,1691115,865884,4.50,2.30
739,Poland,2021-02-19,1743841,916935,4.60,2.40
740,Poland,2021-02-20,1772133,925682,4.70,2.40
741,Poland,2021-02-22,1824654,934782,4.80,2.50
742,Poland,2021-02-24,1959165,1031518,5.20,2.70
743,Poland,2021-02-26,2101754,1168058,5.50,3.10
744,Poland,2021-03-01,2190526,1192900,5.80,3.10
745,Poland,2021-03-03,2338137,1281179,6.20,3.40
746,Poland,2021-03-04,2424929,1366648,6.40,3.60
747,Poland,2021-03-06,2526389,1424715,6.70,3.80
748,Poland,2021-03-09,2641693,1445170,7.00,3.80
749,Poland,2021-03-11,2835856,1555400,7.50,4.10
750,Poland,2021-03-12,2891753,1595520,7.60,4.20
751,Poland,2021-03-14,2924629,1606154,7.70,4.20
752,Poland,2021-03-15,2946767,1610293,7.80,4.20
753,Poland,2021-03-16,2984642,1621287,7.90,4.30
754,Poland,2021-03-17,3074378,1664524,8.10,4.40
755,Poland,2021-03-19,3213724,1769770,8.50,4.70
756,Poland,2021-03-20,3233998,1780169,8.50,4.70
757,Poland,2021-03-21,3242462,1783720,8.50,4.70
758,Poland,2021-03-22,3289482,1788446,8.70,4.70
759,Poland,2021-03-24,3524209,1857517,9.30,4.90
760,Poland,2021-03-26,3785646,1969905,10.00,5.20
761,Poland,2021-03-28,3889970,1992611,10.20,5.20
762,Poland,2021-03-31,4231313,2039663,11.10,5.40
763,Poland,2021-04-01,4404565,2058204,11.60,5.40
764,Poland,2021-04-02,4544816,2070003,12.00,5.50
765,Poland,2021-04-04,4585575,2073334,12.10,5.50
766,Poland,2021-04-07,4909594,2090058,12.90,5.50
767,Poland,2021-04-08,5167241,2096185,13.60,5.50
768,Portugal,2020-12-27,4963,0,0.00,0.00
769,Portugal,2020-12-28,7754,0,0.10,0.00
770,Portugal,2020-12-30,30543,0,0.30,0.00
771,Portugal,2020-12-31,32749,0,0.30,0.00
772,Portugal,2021-01-04,33670,0,0.30,0.00
773,Portugal,2021-01-05,46433,0,0.50,0.00
774,Portugal,2021-01-07,71751,0,0.70,0.00
775,Portugal,2021-01-08,74254,0,0.70,0.00
776,Portugal,2021-01-10,74392,0,0.70,0.00
777,Portugal,2021-01-11,75280,0,0.70,0.00
778,Portugal,2021-01-13,99961,0,1.00,0.00
779,Portugal,2021-01-14,111111,0,1.10,0.00
780,Portugal,2021-01-16,120132,0,1.20,0.00
781,Portugal,2021-01-18,122879,1825,1.20,0.00
782,Portugal,2021-01-19,138991,9443,1.40,0.10
783,Portugal,2021-01-21,186879,23592,1.80,0.20
784,Portugal,2021-01-22,210734,25996,2.10,0.30
785,Portugal,2021-01-24,225146,30553,2.20,0.30
786,Portugal,2021-01-30,264772,65461,2.60,0.60
787,Portugal,2021-02-01,269814,68752,2.60,0.70
788,Portugal,2021-02-02,271424,70695,2.60,0.70
789,Portugal,2021-02-04,279236,84975,2.70,0.80
790,Portugal,2021-02-05,284462,94916,2.80,0.90
791,Portugal,2021-02-07,291378,104526,2.80,1.00
792,Portugal,2021-02-08,291758,104613,2.80,1.00
793,Portugal,2021-02-10,298724,116559,2.90,1.10
794,Portugal,2021-02-11,303142,133078,2.90,1.30
795,Portugal,2021-02-13,320677,184694,3.10,1.80
796,Portugal,2021-02-14,328819,194530,3.20,1.90
797,Portugal,2021-02-16,347490,208059,3.40,2.00
798,Portugal,2021-02-18,372421,222044,3.60,2.20
799,Portugal,2021-02-19,399651,234748,3.90,2.30
800,Portugal,2021-02-21,440010,251206,4.30,2.40
801,Portugal,2021-02-22,445898,253254,4.30,2.50
802,Portugal,2021-02-24,482413,257199,4.70,2.50
803,Portugal,2021-02-25,510524,260688,5.00,2.50
804,Portugal,2021-02-27,587546,269236,5.70,2.60
805,Portugal,2021-02-28,610296,270521,5.90,2.60
806,Portugal,2021-03-02,634132,274282,6.20,2.70
807,Portugal,2021-03-03,648189,275947,6.30,2.70
808,Portugal,2021-03-05,708699,286789,6.90,2.80
809,Portugal,2021-03-06,739941,295396,7.20,2.90
810,Portugal,2021-03-08,756932,304020,7.40,3.00
811,Portugal,2021-03-09,765745,306198,7.50,3.00
812,Portugal,2021-03-11,789513,317102,7.70,3.10
813,Portugal,2021-03-12,810332,331405,7.90,3.20
814,Portugal,2021-03-14,841483,350242,8.20,3.40
815,Portugal,2021-03-16,871515,356804,8.50,3.50
816,Portugal,2021-03-17,873073,362751,8.50,3.50
817,Portugal,2021-03-19,897541,418001,8.70,4.10
818,Portugal,2021-03-20,914423,445976,8.90,4.30
819,Portugal,2021-03-22,942962,471357,9.20,4.60
820,Portugal,2021-03-23,953056,478989,9.30,4.70
821,Portugal,2021-03-25,1012179,484668,9.80,4.70
822,Portugal,2021-03-26,1079107,489172,10.50,4.80
823,Portugal,2021-03-28,1169256,493146,11.40,4.80
824,Portugal,2021-03-29,1196550,494569,11.60,4.80
825,Portugal,2021-03-31,1244820,500793,12.10,4.90
826,Portugal,2021-04-01,1258789,510500,12.20,5.00
827,Portugal,2021-04-03,1318700,569304,12.80,5.50
828,Portugal,2021-04-04,1329511,576427,12.90,5.60
829,Portugal,2021-04-06,1361022,584958,13.20,5.70
830,Portugal,2021-04-07,1397658,588040,13.60,5.70
831,Portugal,2021-04-09,1504553,613485,14.60,6.00
832,Romania,2020-12-27,965,0,0.00,0.00
833,Romania,2020-12-28,2066,0,0.00,0.00
834,Romania,2020-12-30,5666,0,0.00,0.00
835,Romania,2020-12-31,10289,0,0.10,0.00
836,Romania,2021-01-02,13242,0,0.10,0.00
837,Romania,2021-01-04,25508,0,0.10,0.00
838,Romania,2021-01-05,41609,0,0.20,0.00
839,Romania,2021-01-07,76400,0,0.40,0.00
840,Romania,2021-01-08,92706,0,0.50,0.00
841,Romania,2021-01-10,108294,0,0.60,0.00
842,Romania,2021-01-12,140447,0,0.70,0.00
843,Romania,2021-01-13,154268,0,0.80,0.00
844,Romania,2021-01-16,196090,0,1.00,0.00
845,Romania,2021-01-18,233289,1950,1.20,0.00
846,Romania,2021-01-19,267425,2621,1.40,0.00
847,Romania,2021-01-21,338253,9843,1.70,0.10
848,Romania,2021-01-22,374682,11254,1.90,0.10
849,Romania,2021-01-24,433130,13155,2.20,0.10
850,Romania,2021-01-26,487712,40666,2.50,0.20
851,Romania,2021-01-27,513430,57274,2.60,0.30
852,Romania,2021-01-29,554925,92075,2.90,0.50
853,Romania,2021-01-30,571092,101304,2.90,0.50
854,Romania,2021-02-01,598136,123048,3.10,0.60
855,Romania,2021-02-03,620177,152025,3.20,0.80
856,Romania,2021-02-04,629280,165515,3.20,0.90
857,Romania,2021-02-06,647691,193121,3.30,1.00
858,Romania,2021-02-07,656178,200144,3.40,1.00
859,Romania,2021-02-09,666943,263212,3.40,1.40
860,Romania,2021-02-11,675234,334187,3.50,1.70
861,Romania,2021-02-12,679333,369464,3.50,1.90
862,Romania,2021-02-14,686635,427340,3.50,2.20
863,Romania,2021-02-15,696944,454168,3.60,2.30
864,Romania,2021-02-17,734929,505479,3.80,2.60
865,Romania,2021-02-19,771240,547115,4.00,2.80
866,Romania,2021-02-20,788508,562771,4.10,2.90
867,Romania,2021-02-22,819447,589640,4.20,3.00
868,Romania,2021-02-24,855097,611552,4.40,3.10
869,Romania,2021-02-25,872361,614546,4.50,3.20
870,Romania,2021-02-27,905142,616594,4.70,3.20
871,Romania,2021-02-28,915761,617111,4.70,3.20
872,Romania,2021-03-02,983997,619182,5.10,3.20
873,Romania,2021-03-04,1058452,627159,5.50,3.20
874,Romania,2021-03-05,1096911,636053,5.60,3.30
875,Romania,2021-03-07,1174219,652567,6.00,3.40
876,Romania,2021-03-08,1212503,657741,6.20,3.40
877,Romania,2021-03-10,1297161,672685,6.70,3.50
878,Romania,2021-03-12,1375595,693548,7.10,3.60
879,Romania,2021-03-13,1413636,704229,7.30,3.60
880,Romania,2021-03-15,1487184,722956,7.70,3.70
881,Romania,2021-03-16,1531483,738641,7.90,3.80
882,Romania,2021-03-18,1615577,760753,8.30,3.90
883,Romania,2021-03-20,1704448,772647,8.80,4.00
884,Romania,2021-03-21,1746105,775407,9.00,4.00
885,Romania,2021-03-23,1800681,826089,9.30,4.30
886,Romania,2021-03-25,1861647,883117,9.60,4.50
887,Romania,2021-03-26,1888033,911862,9.70,4.70
888,Romania,2021-03-28,1939485,973670,10.00,5.00
889,Romania,2021-03-29,1963149,1002464,10.10,5.20
890,Romania,2021-03-31,2015307,1072985,10.40,5.50
891,Romania,2021-04-02,2065575,1138301,10.60,5.90
892,Romania,2021-04-03,2090464,1168837,10.80,6.00
893,Romania,2021-04-05,2132024,1226982,11.00,6.30
894,Romania,2021-04-06,2155906,1258049,11.10,6.50
895,Romania,2021-04-08,2206254,1319863,11.40,6.80
896,Slovakia,2021-01-05,425,0,0.00,0.00
897,Slovakia,2021-01-06,6618,0,0.10,0.00
898,Slovakia,2021-01-08,20702,0,0.40,0.00
899,Slovakia,2021-01-09,22311,0,0.40,0.00
900,Slovakia,2021-01-11,29411,0,0.50,0.00
901,Slovakia,2021-01-12,39977,0,0.70,0.00
902,Slovakia,2021-01-14,54183,0,1.00,0.00
903,Slovakia,2021-01-15,62037,0,1.10,0.00
904,Slovakia,2021-01-16,63399,0,1.20,0.00
905,Slovakia,2021-01-18,71839,582,1.30,0.00
906,Slovakia,2021-01-19,79329,1043,1.50,0.00
907,Slovakia,2021-01-21,93018,2555,1.70,0.00
908,Slovakia,2021-01-22,99655,2688,1.80,0.00
909,Slovakia,2021-01-25,106599,4981,2.00,0.10
910,Slovakia,2021-01-26,113571,5237,2.10,0.10
911,Slovakia,2021-01-28,128712,7031,2.40,0.10
912,Slovakia,2021-01-29,138177,9365,2.50,0.20
913,Slovakia,2021-01-31,139679,9536,2.60,0.20
914,Slovakia,2021-02-01,148530,12445,2.70,0.20
915,Slovakia,2021-02-03,166717,18220,3.10,0.30
916,Slovakia,2021-02-04,175587,23771,3.20,0.40
917,Slovakia,2021-02-06,186055,31132,3.40,0.60
918,Slovakia,2021-02-07,186235,31132,3.40,0.60
919,Slovakia,2021-02-09,200950,42558,3.70,0.80
920,Slovakia,2021-02-10,207505,49064,3.80,0.90
921,Slovakia,2021-02-12,222389,62058,4.10,1.10
922,Slovakia,2021-02-13,226279,62477,4.20,1.10
923,Slovakia,2021-02-15,243608,69479,4.50,1.30
924,Slovakia,2021-02-16,248592,75827,4.60,1.40
925,Slovakia,2021-02-18,258746,88482,4.70,1.60
926,Slovakia,2021-02-19,265079,95326,4.90,1.70
927,Slovakia,2021-02-21,277755,95609,5.10,1.80
928,Slovakia,2021-02-22,283381,102499,5.20,1.90
929,Slovakia,2021-02-24,295680,115880,5.40,2.10
930,Slovakia,2021-02-25,298902,123739,5.50,2.30
931,Slovakia,2021-02-27,311647,133686,5.70,2.50
932,Slovakia,2021-02-28,317213,133686,5.80,2.50
933,Slovakia,2021-03-01,323145,142891,5.90,2.60
934,Slovakia,2021-03-03,332970,161671,6.10,3.00
935,Slovakia,2021-03-04,337340,170353,6.20,3.10
936,Slovakia,2021-03-06,361699,179637,6.60,3.30
937,Slovakia,2021-03-07,374148,179829,6.90,3.30
938,Slovakia,2021-03-09,382522,195262,7.00,3.60
939,Slovakia,2021-03-10,386512,202020,7.10,3.70
940,Slovakia,2021-03-12,411329,214998,7.50,3.90
941,Slovakia,2021-03-13,432946,217130,7.90,4.00
942,Slovakia,2021-03-15,463099,220896,8.50,4.10
943,Slovakia,2021-03-16,478816,224225,8.80,4.10
944,Slovakia,2021-03-18,510910,231407,9.40,4.20
945,Slovakia,2021-03-19,523767,237157,9.60,4.40
946,Slovakia,2021-03-21,557669,239511,10.20,4.40
947,Slovakia,2021-03-22,575802,242759,10.60,4.50
948,Slovakia,2021-03-24,611324,251248,11.20,4.60
949,Slovakia,2021-03-25,627020,254071,11.50,4.70
950,Slovakia,2021-03-27,658015,256205,12.10,4.70
951,Slovakia,2021-03-28,667165,256206,12.20,4.70
952,Slovakia,2021-03-30,703447,260385,12.90,4.80
953,Slovakia,2021-03-31,723821,262322,13.30,4.80
954,Slovakia,2021-04-02,747873,263966,13.70,4.80
955,Slovakia,2021-04-03,759157,264130,13.90,4.80
956,Slovakia,2021-04-05,763622,264134,14.00,4.80
957,Slovakia,2021-04-06,779651,267604,14.30,4.90
958,Slovakia,2021-04-08,811508,276629,14.90,5.10
959,Slovakia,2021-04-09,811508,277064,14.90,5.10
960,Slovenia,2020-12-27,6040,0,0.30,0.00
961,Slovenia,2020-12-28,7587,0,0.40,0.00
962,Slovenia,2020-12-30,9208,0,0.40,0.00
963,Slovenia,2020-12-31,11060,0,0.50,0.00
964,Slovenia,2021-01-02,11614,0,0.60,0.00
965,Slovenia,2021-01-03,12169,0,0.60,0.00
966,Slovenia,2021-01-05,15712,0,0.80,0.00
967,Slovenia,2021-01-06,20987,0,1.00,0.00
968,Slovenia,2021-01-08,29653,1,1.40,0.00
969,Slovenia,2021-01-09,29907,1,1.40,0.00
970,Slovenia,2021-01-11,30392,1,1.50,0.00
971,Slovenia,2021-01-12,32195,1,1.50,0.00
972,Slovenia,2021-01-14,43553,3,2.10,0.00
973,Slovenia,2021-01-16,48644,150,2.30,0.00
974,Slovenia,2021-01-17,48648,150,2.30,0.00
975,Slovenia,2021-01-19,49265,1928,2.40,0.10
976,Slovenia,2021-01-20,50418,5447,2.40,0.30
977,Slovenia,2021-01-22,52942,9795,2.50,0.50
978,Slovenia,2021-01-23,53171,10278,2.60,0.50
979,Slovenia,2021-01-25,53190,10415,2.60,0.50
980,Slovenia,2021-01-26,53278,12161,2.60,0.60
981,Slovenia,2021-01-28,54090,22489,2.60,1.10
982,Slovenia,2021-01-29,54659,26489,2.60,1.30
983,Slovenia,2021-01-31,54670,26596,2.60,1.30
984,Slovenia,2021-02-01,54693,26626,2.60,1.30
985,Slovenia,2021-02-03,54908,32324,2.60,1.60
986,Slovenia,2021-02-04,55568,39052,2.70,1.90
987,Slovenia,2021-02-06,56020,44845,2.70,2.20
988,Slovenia,2021-02-08,56418,44845,2.70,2.20
989,Slovenia,2021-02-10,59000,45582,2.80,2.20
990,Slovenia,2021-02-12,72694,49064,3.50,2.40
991,Slovenia,2021-02-13,73404,49253,3.50,2.40
992,Slovenia,2021-02-15,73499,49277,3.50,2.40
993,Slovenia,2021-02-16,74543,49348,3.60,2.40
994,Slovenia,2021-02-18,87751,50693,4.20,2.40
995,Slovenia,2021-02-19,93896,51292,4.50,2.50
996,Slovenia,2021-02-21,96416,51311,4.60,2.50
997,Slovenia,2021-02-22,96888,51314,4.70,2.50
998,Slovenia,2021-02-24,105188,51506,5.10,2.50
999,Slovenia,2021-02-25,115927,51694,5.60,2.50
1000,Slovenia,2021-02-27,124059,52247,6.00,2.50
1001,Slovenia,2021-03-01,125197,52247,6.00,2.50
1002,Slovenia,2021-03-03,133900,53140,6.40,2.60
1003,Slovenia,2021-03-04,140614,57708,6.80,2.80
1004,Slovenia,2021-03-06,146558,63985,7.00,3.10
1005,Slovenia,2021-03-08,147968,64379,7.10,3.10
1006,Slovenia,2021-03-10,156323,69795,7.50,3.40
1007,Slovenia,2021-03-12,170783,82736,8.20,4.00
1008,Slovenia,2021-03-13,176945,84896,8.50,4.10
1009,Slovenia,2021-03-16,178549,85969,8.60,4.10
1010,Slovenia,2021-03-17,178997,91652,8.60,4.40
1011,Slovenia,2021-03-19,183670,104502,8.80,5.00
1012,Slovenia,2021-03-20,187725,104680,9.00,5.00
1013,Slovenia,2021-03-23,192771,105001,9.30,5.00
1014,Slovenia,2021-03-24,200089,107578,9.60,5.20
1015,Slovenia,2021-03-26,225513,112330,10.80,5.40
1016,Slovenia,2021-03-27,232224,112824,11.20,5.40
1017,Slovenia,2021-03-29,234613,112834,11.30,5.40
1018,Slovenia,2021-03-30,242113,113154,11.60,5.40
1019,Slovenia,2021-04-01,271766,117092,13.10,5.60
1020,Slovenia,2021-04-02,281528,119160,13.50,5.70
1021,Slovenia,2021-04-04,286081,119180,13.70,5.70
1022,Slovenia,2021-04-06,288528,119540,13.90,5.70
1023,Slovenia,2021-04-08,308522,120067,14.80,5.80
1024,Spain,2021-01-11,406091,0,0.90,0.00
1025,Spain,2021-01-12,488122,0,1.00,0.00
1026,Spain,2021-01-13,581638,0,1.20,0.00
1027,Spain,2021-01-14,676186,0,1.40,0.00
1028,Spain,2021-01-15,768950,0,1.60,0.00
1029,Spain,2021-01-18,895627,2315,1.90,0.00
1030,Spain,2021-01-19,956756,9341,2.00,0.00
1031,Spain,2021-01-20,1010295,15642,2.20,0.00
1032,Spain,2021-01-21,1054245,49056,2.20,0.10
1033,Spain,2021-01-22,1097369,68456,2.30,0.10
1034,Spain,2021-01-24,1148895,88698,2.40,0.20
1035,Spain,2021-01-25,1167519,123697,2.50,0.30
1036,Spain,2021-01-26,1183395,173066,2.50,0.40
1037,Spain,2021-01-27,1202859,192759,2.60,0.40
1038,Spain,2021-01-28,1222323,251866,2.60,0.50
1039,Spain,2021-01-31,1251369,357892,2.70,0.80
1040,Spain,2021-02-01,1254535,418519,2.70,0.90
1041,Spain,2021-02-02,1265800,498978,2.70,1.10
1042,Spain,2021-02-03,1279220,586122,2.70,1.20
1043,Spain,2021-02-04,1305251,682909,2.80,1.50
1044,Spain,2021-02-07,1318626,786407,2.80,1.70
1045,Spain,2021-02-08,1328459,838782,2.80,1.80
1046,Spain,2021-02-09,1343566,889683,2.90,1.90
1047,Spain,2021-02-10,1377229,943278,2.90,2.00
1048,Spain,2021-02-11,1422560,1000485,3.00,2.10
1049,Spain,2021-02-14,1491517,1070091,3.20,2.30
1050,Spain,2021-02-15,1527590,1096922,3.30,2.30
1051,Spain,2021-02-16,1571277,1119180,3.30,2.40
1052,Spain,2021-02-17,1638195,1144556,3.50,2.40
1053,Spain,2021-02-18,1764985,1171026,3.80,2.50
1054,Spain,2021-02-21,1893290,1197061,4.00,2.60
1055,Spain,2021-02-22,1956886,1208305,4.20,2.60
1056,Spain,2021-02-23,2063495,1221183,4.40,2.60
1057,Spain,2021-02-24,2204376,1231782,4.70,2.60
1058,Spain,2021-02-25,2361852,1243783,5.00,2.60
1059,Spain,2021-02-28,2567617,1261848,5.50,2.70
1060,Spain,2021-03-01,2642034,1266700,5.60,2.70
1061,Spain,2021-03-02,2772318,1287002,5.90,2.70
1062,Spain,2021-03-03,2920179,1308913,6.20,2.80
1063,Spain,2021-03-04,3129092,1342485,6.70,2.90
1064,Spain,2021-03-07,3328703,1383488,7.10,2.90
1065,Spain,2021-03-08,3436412,1412236,7.30,3.00
1066,Spain,2021-03-09,3541667,1447838,7.50,3.10
1067,Spain,2021-03-10,3668848,1503258,7.80,3.20
1068,Spain,2021-03-11,3769523,1583244,8.00,3.40
1069,Spain,2021-03-15,3951221,1693674,8.40,3.60
1070,Spain,2021-03-16,4013681,1728537,8.60,3.70
1071,Spain,2021-03-17,4052470,1804615,8.60,3.80
1072,Spain,2021-03-18,4106550,1886813,8.70,4.00
1073,Spain,2021-03-22,4211040,2110868,9.00,4.50
1074,Spain,2021-03-23,4252598,2156598,9.10,4.60
1075,Spain,2021-03-24,4343860,2276233,9.30,4.80
1076,Spain,2021-03-25,4447534,2392202,9.50,5.10
1077,Spain,2021-03-26,4561529,2505842,9.70,5.30
1078,Spain,2021-03-29,4967230,2604209,10.60,5.50
1079,Spain,2021-03-30,5092535,2644076,10.80,5.60
1080,Spain,2021-03-31,5314076,2721084,11.30,5.80
1081,Spain,2021-04-01,5545140,2797015,11.80,6.00
1082,Spain,2021-04-03,5707450,2841148,12.20,6.10
1083,Spain,2021-04-05,5890888,2852806,12.60,6.10
1084,Spain,2021-04-06,6118710,2902291,13.00,6.20
1085,Spain,2021-04-07,6416016,2941831,13.70,6.30
1086,Spain,2021-04-08,6791079,3020450,14.50,6.40
1087,Spain,2021-04-09,7159716,3072109,15.30,6.50
1088,Sweden,2020-12-27,1964,0,0.00,0.00
1090,Sweden,2021-01-03,14510,0,0.10,0.00
1094,Sweden,2021-01-10,48780,0,0.50,0.00
1097,Sweden,2021-01-17,122924,30,1.20,0.00
1101,Sweden,2021-01-24,225912,9944,2.20,0.10
1104,Sweden,2021-01-31,289288,34842,2.80,0.30
1108,Sweden,2021-02-07,333538,89249,3.30,0.90
1111,Sweden,2021-02-14,380405,157197,3.70,1.50
1115,Sweden,2021-02-21,451739,239608,4.40,2.30
1118,Sweden,2021-02-28,549761,290628,5.40,2.80
1122,Sweden,2021-03-07,695967,327883,6.80,3.20
1125,Sweden,2021-03-14,872777,367306,8.50,3.60
1129,Sweden,2021-03-21,990615,421783,9.70,4.10
1132,Sweden,2021-03-28,1117069,487544,10.90,4.80
1136,Sweden,2021-04-01,1167532,499251,11.40,4.90
1139,Sweden,2021-04-06,1271799,540288,12.40,5.30
1143,Sweden,2021-04-07,1274352,540929,12.50,5.30
1146,Sweden,2021-04-08,1307614,549052,12.80,5.40
1150,Sweden,2021-04-09,1355828,568944,13.30,5.60
1152,Estonia,2021-01-28,25415,6214,1.90,0.50
1153,Estonia,2021-01-29,26412,7607,2.00,0.60
1154,Estonia,2021-01-30,27633,9597,2.10,0.70
1155,Estonia,2021-01-31,27900,10155,2.10,0.80
1156,Estonia,2021-02-01,28186,10408,2.10,0.80
1157,Estonia,2021-02-02,28907,11310,2.20,0.90
1158,Estonia,2021-02-03,30158,12842,2.30,1.00
1159,Estonia,2021-02-04,31864,14330,2.40,1.10
1160,Estonia,2021-02-05,33927,15871,2.60,1.20
1161,Estonia,2021-02-06,35492,17376,2.70,1.30
1162,Estonia,2021-02-07,35905,17519,2.70,1.30
1163,Estonia,2021-02-08,35917,17564,2.70,1.30
1164,Estonia,2021-02-10,39147,19114,3.00,1.40
1165,Estonia,2021-02-11,41731,20026,3.10,1.50
