,Country,Date,Atleast1dose,FullVaccination,DosePer,FullVaccPer
920,Slovakia,09-Feb-21,"2,00,950","42,558",3.70%,0.80%
921,Slovakia,10-Feb-21,"2,07,505","49,064",3.80%,0.90%
922,Slovakia,12-Feb-21,"2,22,389","62,058",4.10%,1.10%
923,Slovakia,13-Feb-21,"2,26,279","62,477",4.20%,1.10%
924,Slovakia,15-Feb-21,"2,43,608","69,479",4.50%,1.30%
925,Slovakia,16-Feb-21,"2,48,592","75,827",4.60%,1.40%
926,Slovakia,18-Feb-21,"2,58,746","88,482",4.70%,1.60%
927,Slovakia,19-Feb-21,"2,65,079","95,326",4.90%,1.70%
928,Slovakia,21-Feb-21,"2,77,755","95,609",5.10%,1.80%
929,Slovakia,22-Feb-21,"2,83,381","1,02,499",5.20%,1.90%
930,Slovakia,24-Feb-21,"2,95,680","1,15,880",5.40%,2.10%
931,Slovakia,25-Feb-21,"2,98,902","1,23,739",5.50%,2.30%
932,Slovakia,27-Feb-21,"3,11,647","1,33,686",5.70%,2.50%
933,Slovakia,28-Feb-21,"3,17,213","1,33,686",5.80%,2.50%
934,Slovakia,01-Mar-21,"3,23,145","1,42,891",5.90%,2.60%
935,Slovakia,03-Mar-21,"3,32,970","1,61,671",6.10%,3.00%
936,Slovakia,04-Mar-21,"3,37,340","1,70,353",6.20%,3.10%
937,Slovakia,06-Mar-21,"3,61,699","1,79,637",6.60%,3.30%
938,Slovakia,07-Mar-21,"3,74,148","1,79,829",6.90%,3.30%
939,Slovakia,09-Mar-21,"3,82,522","1,95,262",7.00%,3.60%
940,Slovakia,10-Mar-21,"3,86,512","2,02,020",7.10%,3.70%
941,Slovakia,12-Mar-21,"4,11,329","2,14,998",7.50%,3.90%
942,Slovakia,13-Mar-21,"4,32,946","2,17,130",7.90%,4.00%
943,Slovakia,15-Mar-21,"4,63,099","2,20,896",8.50%,4.10%
944,Slovakia,16-Mar-21,"4,78,816","2,24,225",8.80%,4.10%
945,Slovakia,18-Mar-21,"5,10,910","2,31,407",9.40%,4.20%
946,Slovakia,19-Mar-21,"5,23,767","2,37,157",9.60%,4.40%
947,Slovakia,21-Mar-21,"5,57,669","2,39,511",10.20%,4.40%
948,Slovakia,22-Mar-21,"5,75,802","2,42,759",10.60%,4.50%
949,Slovakia,24-Mar-21,"6,11,324","2,51,248",11.20%,4.60%
950,Slovakia,25-Mar-21,"6,27,020","2,54,071",11.50%,4.70%
951,Slovakia,27-Mar-21,"6,58,015","2,56,205",12.10%,4.70%
952,Slovakia,28-Mar-21,"6,67,165","2,56,206",12.20%,4.70%
953,Slovakia,30-Mar-21,"7,03,447","2,60,385",12.90%,4.80%
954,Slovakia,31-Mar-21,"7,23,821","2,62,322",13.30%,4.80%
955,Slovakia,02-Apr-21,"7,47,873","2,63,966",13.70%,4.80%
956,Slovakia,03-Apr-21,"7,59,157","2,64,130",13.90%,4.80%
957,Slovakia,05-Apr-21,"7,63,622","2,64,134",14.00%,4.80%
958,Slovakia,06-Apr-21,"7,79,651","2,67,604",14.30%,4.90%
959,Slovakia,08-Apr-21,"8,11,508","2,76,629",14.90%,5.10%
960,Slovakia,09-Apr-21,"8,11,508","2,77,064",14.90%,5.10%
961,Slovenia,27-Dec-20,"6,040",0,0.30%,0.00%
962,Slovenia,28-Dec-20,"7,587",0,0.40%,0.00%
963,Slovenia,30-Dec-20,"9,208",0,0.40%,0.00%
964,Slovenia,31-Dec-20,"11,060",0,0.50%,0.00%
965,Slovenia,02-Jan-21,"11,614",0,0.60%,0.00%
966,Slovenia,03-Jan-21,"12,169",0,0.60%,0.00%
967,Slovenia,05-Jan-21,"15,712",0,0.80%,0.00%
968,Slovenia,06-Jan-21,"20,987",0,1.00%,0.00%
969,Slovenia,08-Jan-21,"29,653",1,1.40%,0.00%
970,Slovenia,09-Jan-21,"29,907",1,1.40%,0.00%
971,Slovenia,11-Jan-21,"30,392",1,1.50%,0.00%
972,Slovenia,12-Jan-21,"32,195",1,1.50%,0.00%
973,Slovenia,14-Jan-21,"43,553",3,2.10%,0.00%
974,Slovenia,16-Jan-21,"48,644",150,2.30%,0.00%
975,Slovenia,17-Jan-21,"48,648",150,2.30%,0.00%
976,Slovenia,19-Jan-21,"49,265","1,928",2.40%,0.10%
977,Slovenia,20-Jan-21,"50,418","5,447",2.40%,0.30%
978,Slovenia,22-Jan-21,"52,942","9,795",2.50%,0.50%
979,Slovenia,23-Jan-21,"53,171","10,278",2.60%,0.50%
980,Slovenia,25-Jan-21,"53,190","10,415",2.60%,0.50%
981,Slovenia,26-Jan-21,"53,278","12,161",2.60%,0.60%
982,Slovenia,28-Jan-21,"54,090","22,489",2.60%,1.10%
983,Slovenia,29-Jan-21,"54,659","26,489",2.60%,1.30%
984,Slovenia,31-Jan-21,"54,670","26,596",2.60%,1.30%
985,Slovenia,01-Feb-21,"54,693","26,626",2.60%,1.30%
986,Slovenia,03-Feb-21,"54,908","32,324",2.60%,1.60%
987,Slovenia,04-Feb-21,"55,568","39,052",2.70%,1.90%
988,Slovenia,06-Feb-21,"56,020","44,845",2.70%,2.20%
989,Slovenia,08-Feb-21,"56,418","44,845",2.70%,2.20%
990,Slovenia,10-Feb-21,"59,000","45,582",2.80%,2.20%
991,Slovenia,12-Feb-21,"72,694","49,064",3.50%,2.40%
992,Slovenia,13-Feb-21,"73,404","49,253",3.50%,2.40%
993,Slovenia,15-Feb-21,"73,499","49,277",3.50%,2.40%
994,Slovenia,16-Feb-21,"74,543","49,348",3.60%,2.40%
995,Slovenia,18-Feb-21,"87,751","50,693",4.20%,2.40%
996,Slovenia,19-Feb-21,"93,896","51,292",4.50%,2.50%
997,Slovenia,21-Feb-21,"96,416","51,311",4.60%,2.50%
998,Slovenia,22-Feb-21,"96,888","51,314",4.70%,2.50%
999,Slovenia,24-Feb-21,"1,05,188","51,506",5.10%,2.50%
1000,Slovenia,25-Feb-21,"1,15,927","51,694",5.60%,2.50%
1001,Slovenia,27-Feb-21,"1,24,059","52,247",6.00%,2.50%
1002,Slovenia,01-Mar-21,"1,25,197","52,247",6.00%,2.50%
1003,Slovenia,03-Mar-21,"1,33,900","53,140",6.40%,2.60%
1004,Slovenia,04-Mar-21,"1,40,614","57,708",6.80%,2.80%
1005,Slovenia,06-Mar-21,"1,46,558","63,985",7.00%,3.10%
1006,Slovenia,08-Mar-21,"1,47,968","64,379",7.10%,3.10%
1007,Slovenia,10-Mar-21,"1,56,323","69,795",7.50%,3.40%
1008,Slovenia,12-Mar-21,"1,70,783","82,736",8.20%,4.00%
1009,Slovenia,13-Mar-21,"1,76,945","84,896",8.50%,4.10%
1010,Slovenia,16-Mar-21,"1,78,549","85,969",8.60%,4.10%
1011,Slovenia,17-Mar-21,"1,78,997","91,652",8.60%,4.40%
1012,Slovenia,19-Mar-21,"1,83,670","1,04,502",8.80%,5.00%
1013,Slovenia,20-Mar-21,"1,87,725","1,04,680",9.00%,5.00%
1014,Slovenia,23-Mar-21,"1,92,771","1,05,001",9.30%,5.00%
1015,Slovenia,24-Mar-21,"2,00,089","1,07,578",9.60%,5.20%
1016,Slovenia,26-Mar-21,"2,25,513","1,12,330",10.80%,5.40%
1017,Slovenia,27-Mar-21,"2,32,224","1,12,824",11.20%,5.40%
1018,Slovenia,29-Mar-21,"2,34,613","1,12,834",11.30%,5.40%
1019,Slovenia,30-Mar-21,"2,42,113","1,13,154",11.60%,5.40%
1020,Slovenia,01-Apr-21,"2,71,766","1,17,092",13.10%,5.60%
1021,Slovenia,02-Apr-21,"2,81,528","1,19,160",13.50%,5.70%
1022,Slovenia,04-Apr-21,"2,86,081","1,19,180",13.70%,5.70%
1023,Slovenia,06-Apr-21,"2,88,528","1,19,540",13.90%,5.70%
1024,Slovenia,08-Apr-21,"3,08,522","1,20,067",14.80%,5.80%
1025,Spain,11-Jan-21,"4,06,091",0,0.90%,0.00%
1026,Spain,12-Jan-21,"4,88,122",0,1.00%,0.00%
1027,Spain,13-Jan-21,"5,81,638",0,1.20%,0.00%
1028,Spain,14-Jan-21,"6,76,186",0,1.40%,0.00%
1029,Spain,15-Jan-21,"7,68,950",0,1.60%,0.00%
1030,Spain,18-Jan-21,"8,95,627","2,315",1.90%,0.00%
1031,Spain,19-Jan-21,"9,56,756","9,341",2.00%,0.00%
1032,Spain,20-Jan-21,"10,10,295","15,642",2.20%,0.00%
1033,Spain,21-Jan-21,"10,54,245","49,056",2.20%,0.10%
1034,Spain,22-Jan-21,"10,97,369","68,456",2.30%,0.10%
1035,Spain,24-Jan-21,"11,48,895","88,698",2.40%,0.20%
1036,Spain,25-Jan-21,"11,67,519","1,23,697",2.50%,0.30%
1037,Spain,26-Jan-21,"11,83,395","1,73,066",2.50%,0.40%
1038,Spain,27-Jan-21,"12,02,859","1,92,759",2.60%,0.40%
1039,Spain,28-Jan-21,"12,22,323","2,51,866",2.60%,0.50%
1040,Spain,31-Jan-21,"12,51,369","3,57,892",2.70%,0.80%
1041,Spain,01-Feb-21,"12,54,535","4,18,519",2.70%,0.90%
1042,Spain,02-Feb-21,"12,65,800","4,98,978",2.70%,1.10%
1043,Spain,03-Feb-21,"12,79,220","5,86,122",2.70%,1.20%
1044,Spain,04-Feb-21,"13,05,251","6,82,909",2.80%,1.50%
1045,Spain,07-Feb-21,"13,18,626","7,86,407",2.80%,1.70%
1046,Spain,08-Feb-21,"13,28,459","8,38,782",2.80%,1.80%
1047,Spain,09-Feb-21,"13,43,566","8,89,683",2.90%,1.90%
1048,Spain,10-Feb-21,"13,77,229","9,43,278",2.90%,2.00%
1049,Spain,11-Feb-21,"14,22,560","10,00,485",3.00%,2.10%
1050,Spain,14-Feb-21,"14,91,517","10,70,091",3.20%,2.30%
1051,Spain,15-Feb-21,"15,27,590","10,96,922",3.30%,2.30%
1052,Spain,16-Feb-21,"15,71,277","11,19,180",3.30%,2.40%
1053,Spain,17-Feb-21,"16,38,195","11,44,556",3.50%,2.40%
1054,Spain,18-Feb-21,"17,64,985","11,71,026",3.80%,2.50%
1055,Spain,21-Feb-21,"18,93,290","11,97,061",4.00%,2.60%
1056,Spain,22-Feb-21,"19,56,886","12,08,305",4.20%,2.60%
1057,Spain,23-Feb-21,"20,63,495","12,21,183",4.40%,2.60%
1058,Spain,24-Feb-21,"22,04,376","12,31,782",4.70%,2.60%
1059,Spain,25-Feb-21,"23,61,852","12,43,783",5.00%,2.60%
1060,Spain,28-Feb-21,"25,67,617","12,61,848",5.50%,2.70%
1061,Spain,01-Mar-21,"26,42,034","12,66,700",5.60%,2.70%
1062,Spain,02-Mar-21,"27,72,318","12,87,002",5.90%,2.70%
1063,Spain,03-Mar-21,"29,20,179","13,08,913",6.20%,2.80%
1064,Spain,04-Mar-21,"31,29,092","13,42,485",6.70%,2.90%
1065,Spain,07-Mar-21,"33,28,703","13,83,488",7.10%,2.90%
1066,Spain,08-Mar-21,"34,36,412","14,12,236",7.30%,3.00%
1067,Spain,09-Mar-21,"35,41,667","14,47,838",7.50%,3.10%
1068,Spain,10-Mar-21,"36,68,848","15,03,258",7.80%,3.20%
1069,Spain,11-Mar-21,"37,69,523","15,83,244",8.00%,3.40%
1070,Spain,15-Mar-21,"39,51,221","16,93,674",8.40%,3.60%
1071,Spain,16-Mar-21,"40,13,681","17,28,537",8.60%,3.70%
1072,Spain,17-Mar-21,"40,52,470","18,04,615",8.60%,3.80%
1073,Spain,18-Mar-21,"41,06,550","18,86,813",8.70%,4.00%
1074,Spain,22-Mar-21,"42,11,040","21,10,868",9.00%,4.50%
1075,Spain,23-Mar-21,"42,52,598","21,56,598",9.10%,4.60%
1076,Spain,24-Mar-21,"43,43,860","22,76,233",9.30%,4.80%
1077,Spain,25-Mar-21,"44,47,534","23,92,202",9.50%,5.10%
1078,Spain,26-Mar-21,"45,61,529","25,05,842",9.70%,5.30%
1079,Spain,29-Mar-21,"49,67,230","26,04,209",10.60%,5.50%
1080,Spain,30-Mar-21,"50,92,535","26,44,076",10.80%,5.60%
1081,Spain,31-Mar-21,"53,14,076","27,21,084",11.30%,5.80%
1082,Spain,01-Apr-21,"55,45,140","27,97,015",11.80%,6.00%
1083,Spain,03-Apr-21,"57,07,450","28,41,148",12.20%,6.10%
1084,Spain,05-Apr-21,"58,90,888","28,52,806",12.60%,6.10%
1085,Spain,06-Apr-21,"61,18,710","29,02,291",13.00%,6.20%
1086,Spain,07-Apr-21,"64,16,016","29,41,831",13.70%,6.30%
1087,Spain,08-Apr-21,"67,91,079","30,20,450",14.50%,6.40%
1088,Spain,09-Apr-21,"71,59,716","30,72,109",15.30%,6.50%
1089,Sweden,27-Dec-20,"1,964",0,0.00%,0.00%
1090,Sweden,27-Dec-20,"1,964",0,0.00%,0.00%
1091,Sweden,03-Jan-21,"14,510",0,0.10%,0.00%
1092,Sweden,03-Jan-21,"14,510",0,0.10%,0.00%
1093,Sweden,03-Jan-21,"14,510",0,0.10%,0.00%
1094,Sweden,03-Jan-21,"14,510",0,0.10%,0.00%
1095,Sweden,10-Jan-21,"48,780",0,0.50%,0.00%
1096,Sweden,10-Jan-21,"48,780",0,0.50%,0.00%
1097,Sweden,10-Jan-21,"48,780",0,0.50%,0.00%
1098,Sweden,17-Jan-21,"1,22,924",30,1.20%,0.00%
1099,Sweden,17-Jan-21,"1,22,924",30,1.20%,0.00%
1100,Sweden,17-Jan-21,"1,22,924",30,1.20%,0.00%
1101,Sweden,17-Jan-21,"1,22,924",30,1.20%,0.00%
1102,Sweden,24-Jan-21,"2,25,912","9,944",2.20%,0.10%
1103,Sweden,24-Jan-21,"2,25,912","9,944",2.20%,0.10%
1104,Sweden,24-Jan-21,"2,25,912","9,944",2.20%,0.10%
1105,Sweden,31-Jan-21,"2,89,288","34,842",2.80%,0.30%
1106,Sweden,31-Jan-21,"2,89,288","34,842",2.80%,0.30%
1107,Sweden,31-Jan-21,"2,89,288","34,842",2.80%,0.30%
1108,Sweden,31-Jan-21,"2,89,288","34,842",2.80%,0.30%
1109,Sweden,07-Feb-21,"3,33,538","89,249",3.30%,0.90%
1110,Sweden,07-Feb-21,"3,33,538","89,249",3.30%,0.90%
1111,Sweden,07-Feb-21,"3,33,538","89,249",3.30%,0.90%
1112,Sweden,14-Feb-21,"3,80,405","1,57,197",3.70%,1.50%
1113,Sweden,14-Feb-21,"3,80,405","1,57,197",3.70%,1.50%
1114,Sweden,14-Feb-21,"3,80,405","1,57,197",3.70%,1.50%
1115,Sweden,14-Feb-21,"3,80,405","1,57,197",3.70%,1.50%
1116,Sweden,21-Feb-21,"4,51,739","2,39,608",4.40%,2.30%
1117,Sweden,21-Feb-21,"4,51,739","2,39,608",4.40%,2.30%
1118,Sweden,21-Feb-21,"4,51,739","2,39,608",4.40%,2.30%
1119,Sweden,28-Feb-21,"5,49,761","2,90,628",5.40%,2.80%
1120,Sweden,28-Feb-21,"5,49,761","2,90,628",5.40%,2.80%
1121,Sweden,28-Feb-21,"5,49,761","2,90,628",5.40%,2.80%
1122,Sweden,28-Feb-21,"5,49,761","2,90,628",5.40%,2.80%
1123,Sweden,07-Mar-21,"6,95,967","3,27,883",6.80%,3.20%
1124,Sweden,07-Mar-21,"6,95,967","3,27,883",6.80%,3.20%
1125,Sweden,07-Mar-21,"6,95,967","3,27,883",6.80%,3.20%
1126,Sweden,14-Mar-21,"8,72,777","3,67,306",8.50%,3.60%
1127,Sweden,14-Mar-21,"8,72,777","3,67,306",8.50%,3.60%
1128,Sweden,14-Mar-21,"8,72,777","3,67,306",8.50%,3.60%
1129,Sweden,14-Mar-21,"8,72,777","3,67,306",8.50%,3.60%
1130,Sweden,21-Mar-21,"9,90,615","4,21,783",9.70%,4.10%
1131,Sweden,21-Mar-21,"9,90,615","4,21,783",9.70%,4.10%
1132,Sweden,21-Mar-21,"9,90,615","4,21,783",9.70%,4.10%
1133,Sweden,28-Mar-21,"11,17,069","4,87,544",10.90%,4.80%
1134,Sweden,28-Mar-21,"11,17,069","4,87,544",10.90%,4.80%
1135,Sweden,28-Mar-21,"11,17,069","4,87,544",10.90%,4.80%
1136,Sweden,28-Mar-21,"11,17,069","4,87,544",10.90%,4.80%
1137,Sweden,01-Apr-21,"11,67,532","4,99,251",11.40%,4.90%
1138,Sweden,01-Apr-21,"11,67,532","4,99,251",11.40%,4.90%
1139,Sweden,01-Apr-21,"11,67,532","4,99,251",11.40%,4.90%
1140,Sweden,06-Apr-21,"12,71,799","5,40,288",12.40%,5.30%
1141,Sweden,06-Apr-21,"12,71,799","5,40,288",12.40%,5.30%
1142,Sweden,06-Apr-21,"12,71,799","5,40,288",12.40%,5.30%
1143,Sweden,06-Apr-21,"12,71,799","5,40,288",12.40%,5.30%
1144,Sweden,07-Apr-21,"12,74,352","5,40,929",12.50%,5.30%
1145,Sweden,07-Apr-21,"12,74,352","5,40,929",12.50%,5.30%
1146,Sweden,07-Apr-21,"12,74,352","5,40,929",12.50%,5.30%
1147,Sweden,08-Apr-21,"13,07,614","5,49,052",12.80%,5.40%
1148,Sweden,08-Apr-21,"13,07,614","5,49,052",12.80%,5.40%
1149,Sweden,08-Apr-21,"13,07,614","5,49,052",12.80%,5.40%
1150,Sweden,08-Apr-21,"13,07,614","5,49,052",12.80%,5.40%
1151,Sweden,09-Apr-21,"13,55,828","5,68,944",13.30%,5.60%
1152,Sweden,09-Apr-21,"13,55,828","5,68,944",13.30%,5.60%
1153,Estonia,28-Jan-21,"25,415","6,214",1.90%,0.50%
1154,Estonia,29-Jan-21,"26,412","7,607",2.00%,0.60%
1155,Estonia,30-Jan-21,"27,633","9,597",2.10%,0.70%
1156,Estonia,31-Jan-21,"27,900","10,155",2.10%,0.80%
1157,Estonia,01-Feb-21,"28,186","10,408",2.10%,0.80%
1158,Estonia,02-Feb-21,"28,907","11,310",2.20%,0.90%
1159,Estonia,03-Feb-21,"30,158","12,842",2.30%,1.00%
1160,Estonia,04-Feb-21,"31,864","14,330",2.40%,1.10%
1161,Estonia,05-Feb-21,"33,927","15,871",2.60%,1.20%
1162,Estonia,06-Feb-21,"35,492","17,376",2.70%,1.30%
1163,Estonia,07-Feb-21,"35,905","17,519",2.70%,1.30%
1164,Estonia,08-Feb-21,"35,917","17,564",2.70%,1.30%
1165,Estonia,10-Feb-21,"39,147","19,114",3.00%,1.40%
1166,Estonia,11-Feb-21,"41,731","20,026",3.10%,1.50%
1167,Estonia,12-Feb-21,"44,486","21,312",3.40%,1.60%
1168,Estonia,13-Feb-21,"46,020","22,126",3.50%,1.70%
1169,Estonia,14-Feb-21,"46,152","22,284",3.50%,1.70%
1170,Estonia,15-Feb-21,"46,154","22,343",3.50%,1.70%
1171,Estonia,16-Feb-21,"46,740","22,573",3.50%,1.70%
1172,Estonia,17-Feb-21,"48,573","23,149",3.70%,1.70%
1173,Estonia,18-Feb-21,"52,263","23,812",3.90%,1.80%
1174,Estonia,19-Feb-21,"57,543","24,827",4.30%,1.90%
1175,Estonia,19-Feb-21,"57,543","24,827",4.30%,1.90%
1176,Estonia,20-Feb-21,"61,316","25,831",4.60%,1.90%
1177,Estonia,21-Feb-21,"61,904","26,053",4.70%,2.00%
1178,Estonia,22-Feb-21,"62,415","26,375",4.70%,2.00%
1179,Estonia,23-Feb-21,"64,508","27,277",4.90%,2.10%
1180,Estonia,24-Feb-21,"68,297","28,218",5.20%,2.10%
1181,Estonia,25-Feb-21,"68,629","28,351",5.20%,2.10%
1182,Estonia,27-Feb-21,"77,536","33,503",5.90%,2.50%
1183,Estonia,01-Mar-21,"78,759","34,050",5.90%,2.60%
1184,Estonia,02-Mar-21,"81,209","35,067",6.10%,2.60%
1185,Estonia,04-Mar-21,"87,086","39,762",6.60%,3.00%
1186,Estonia,05-Mar-21,"92,270","42,234",7.00%,3.20%
1187,Estonia,07-Mar-21,"1,01,452","43,942",7.70%,3.30%
1188,Estonia,09-Mar-21,"1,05,845","44,235",8.00%,3.30%
1189,Estonia,10-Mar-21,"1,09,865","45,310",8.30%,3.40%
1190,Estonia,11-Mar-21,"1,13,898","47,795",8.60%,3.60%
1191,Estonia,13-Mar-21,"1,27,829","52,571",9.60%,4.00%
1192,Estonia,14-Mar-21,"1,33,263","52,649",10.10%,4.00%
1193,Estonia,15-Mar-21,"1,38,543","52,664",10.50%,4.00%
1194,Estonia,16-Mar-21,"1,41,912","52,932",10.70%,4.00%
1195,Estonia,17-Mar-21,"1,45,665","53,729",11.00%,4.10%
1196,Estonia,18-Mar-21,"1,50,844","53,987",11.40%,4.10%
1197,Estonia,19-Mar-21,"1,57,489","54,772",11.90%,4.10%
1198,Estonia,20-Mar-21,"1,63,936","56,946",12.40%,4.30%
1199,Estonia,21-Mar-21,"1,66,163","57,003",12.50%,4.30%
1200,Estonia,22-Mar-21,"1,67,488","57,023",12.60%,4.30%
1201,Estonia,23-Mar-21,"1,69,435","57,559",12.80%,4.30%
1202,Estonia,24-Mar-21,"1,72,183","57,738",13.00%,4.40%
1203,Estonia,25-Mar-21,"1,77,457","58,143",13.40%,4.40%
1204,Estonia,27-Mar-21,"1,91,723","60,555",14.50%,4.60%
1205,Estonia,28-Mar-21,"1,93,870","60,813",14.60%,4.60%
1206,Estonia,29-Mar-21,"1,94,358","60,861",14.70%,4.60%
1207,Estonia,31-Mar-21,"1,98,905","62,184",15.00%,4.70%
1208,Estonia,01-Apr-21,"2,03,365","63,696",15.40%,4.80%
1209,Estonia,02-Apr-21,"2,11,367","67,645",16.00%,5.10%
1210,Estonia,03-Apr-21,"2,14,921","68,025",16.20%,5.10%
1211,Estonia,04-Apr-21,"2,23,153","68,648",16.80%,5.20%
1212,Estonia,05-Apr-21,"2,27,246","68,785",17.20%,5.20%
1213,Estonia,06-Apr-21,"2,29,241","69,779",17.30%,5.30%
1214,Estonia,07-Apr-21,"2,31,710","70,916",17.50%,5.40%
1215,Estonia,08-Apr-21,"2,36,598","72,035",17.90%,5.40%
1216,Malta,17-Jan-21,"11,705",0,2.30%,0.00%
1217,Malta,18-Jan-21,"13,002",0,2.60%,0.00%
1218,Malta,19-Jan-21,"14,276",0,2.80%,0.00%
1219,Malta,21-Jan-21,"16,531",0,3.30%,0.00%
1220,Malta,22-Jan-21,"17,767",0,3.50%,0.00%
1221,Malta,23-Jan-21,"18,930",0,3.80%,0.00%
1222,Malta,25-Jan-21,"19,709","1,463",3.90%,0.30%
1223,Malta,26-Jan-21,"20,677","1,694",4.10%,0.30%
1224,Malta,27-Jan-21,"21,417","2,095",4.30%,0.40%
1225,Malta,28-Jan-21,"22,162","2,518",4.40%,0.50%
1226,Malta,30-Jan-21,"23,391","3,456",4.70%,0.70%
1227,Malta,31-Jan-21,"23,811","3,948",4.70%,0.80%
1228,Malta,01-Feb-21,"24,526","4,476",4.90%,0.90%
1229,Malta,03-Feb-21,"26,223","5,410",5.20%,1.10%
1230,Malta,04-Feb-21,"27,020","6,457",5.40%,1.30%
1231,Malta,05-Feb-21,"28,082","7,594",5.60%,1.50%
1232,Malta,07-Feb-21,"29,339","9,918",5.80%,2.00%
1233,Malta,08-Feb-21,"30,235","11,050",6.00%,2.20%
1234,Malta,09-Feb-21,"31,202","12,135",6.20%,2.40%
1235,Malta,11-Feb-21,"32,524","13,820",6.50%,2.70%
1236,Malta,12-Feb-21,"33,735","14,739",6.70%,2.90%
1237,Malta,13-Feb-21,"34,574","15,601",6.90%,3.10%
1238,Malta,14-Feb-21,"35,376","16,265",7.00%,3.20%
1239,Malta,16-Feb-21,"37,866","17,843",7.50%,3.50%
1240,Malta,17-Feb-21,"39,147","18,536",7.80%,3.70%
1241,Malta,18-Feb-21,"40,503","19,199",8.10%,3.80%
1242,Malta,20-Feb-21,"43,119","20,189",8.60%,4.00%
1243,Malta,21-Feb-21,"43,888","20,531",8.70%,4.10%
1244,Malta,22-Feb-21,"45,174","21,160",9.00%,4.20%
1245,Malta,24-Feb-21,"49,061","22,501",9.80%,4.50%
1246,Malta,25-Feb-21,"50,249","23,395",10.00%,4.70%
1247,Malta,26-Feb-21,"51,041","25,118",10.20%,5.00%
1248,Malta,27-Feb-21,"51,186","26,781",10.20%,5.30%
1249,Malta,01-Mar-21,"52,862","29,021",10.50%,5.80%
1250,Malta,02-Mar-21,"54,381","29,748",10.80%,5.90%
1251,Malta,03-Mar-21,"56,525","30,329",11.20%,6.00%
1252,Malta,05-Mar-21,"61,096","31,710",12.20%,6.30%
1253,Malta,06-Mar-21,"63,479","32,420",12.60%,6.40%
1254,Malta,07-Mar-21,"65,002","32,862",12.90%,6.50%
1255,Malta,09-Mar-21,"70,323","35,093",14.00%,7.00%
1256,Malta,10-Mar-21,"72,725","36,246",14.50%,7.20%
1257,Malta,11-Mar-21,"76,076","37,182",15.10%,7.40%
1258,Malta,13-Mar-21,"80,974","39,099",16.10%,7.80%
1259,Malta,14-Mar-21,"82,671","39,695",16.40%,7.90%
1260,Malta,15-Mar-21,"85,596","40,681",17.00%,8.10%
1261,Malta,16-Mar-21,"90,002","40,859",17.90%,8.10%
1262,Malta,18-Mar-21,"95,707","42,557",19.00%,8.50%
1263,Malta,19-Mar-21,"97,064","43,267",19.30%,8.60%
1264,Malta,20-Mar-21,"99,250","43,919",19.70%,8.70%
1265,Malta,22-Mar-21,"1,05,611","45,286",21.00%,9.00%
1266,Malta,23-Mar-21,"1,09,538","46,140",21.80%,9.20%
1267,Malta,24-Mar-21,"1,13,179","47,081",22.50%,9.40%
1268,Malta,26-Mar-21,"1,21,823","50,050",24.20%,10.00%
1269,Malta,27-Mar-21,"1,26,055","50,557",25.10%,10.10%
1270,Malta,28-Mar-21,"1,29,350","51,237",25.70%,10.20%
1271,Malta,30-Mar-21,"1,38,176","53,540",27.50%,10.70%
1272,Malta,31-Mar-21,"1,42,805","54,578",28.40%,10.90%
1273,Malta,01-Apr-21,"1,47,956","55,597",29.40%,11.10%
1274,Malta,02-Apr-21,"1,51,942","57,123",30.20%,11.40%
1275,Malta,04-Apr-21,"1,56,668","59,032",31.20%,11.70%
1276,Malta,05-Apr-21,"1,59,065","60,096",31.60%,12.00%
1277,Malta,06-Apr-21,"1,61,909","61,111",32.20%,12.20%
1278,Malta,08-Apr-21,"1,67,130","65,205",33.20%,13.00%
1279,Malta,09-Apr-21,"1,70,315","67,491",33.90%,13.40%
1280,Croatia,30-Dec-20,"7,864",0,0.20%,0.00%
1281,Croatia,30-Dec-20,"7,864",0,0.20%,0.00%
1282,Croatia,03-Jan-21,"12,285",0,0.30%,0.00%
1283,Croatia,05-Jan-21,"13,798",0,0.30%,0.00%
1284,Croatia,05-Jan-21,"13,798",0,0.30%,0.00%
1285,Croatia,07-Jan-21,"20,603",0,0.50%,0.00%
1286,Croatia,07-Jan-21,"20,603",0,0.50%,0.00%
1287,Croatia,08-Jan-21,"24,985",0,0.60%,0.00%
1288,Croatia,08-Jan-21,"24,985",0,0.60%,0.00%
1289,Croatia,09-Jan-21,"30,000",0,0.70%,0.00%
1290,Croatia,13-Jan-21,"34,553",0,0.80%,0.00%
1291,Croatia,13-Jan-21,"34,553",0,0.80%,0.00%
1292,Croatia,14-Jan-21,"38,000",0,0.90%,0.00%
1293,Croatia,14-Jan-21,"38,000",0,0.90%,0.00%
1294,Croatia,15-Jan-21,"41,532",0,1.00%,0.00%
1295,Croatia,15-Jan-21,"41,532",0,1.00%,0.00%
1296,Croatia,16-Jan-21,"45,906",0,1.10%,0.00%
1297,Croatia,19-Jan-21,"54,304",0,1.30%,0.00%
1298,Croatia,19-Jan-21,"54,304",0,1.30%,0.00%
1299,Croatia,25-Jan-21,"58,077","11,907",1.40%,0.30%
1300,Croatia,25-Jan-21,"58,077","11,907",1.40%,0.30%
1301,Croatia,01-Feb-21,"58,829","25,099",1.40%,0.60%
1302,Croatia,01-Feb-21,"58,829","25,099",1.40%,0.60%
1303,Croatia,03-Feb-21,"59,064","28,865",1.40%,0.70%
