Country,Date,New_cases,Total_Cases,Total_Percent
Hungary,5 Dec 2020,5525,243496,2.49
Hungary,6 Dec 2020,6697,250193,2.56
Hungary,6 Dec 2020,6697,250193,2.56
Hungary,7 Dec 2020,3870,254063,2.6
Hungary,7 Dec 2020,3870,254063,2.6
Hungary,7 Dec 2020,3870,254063,2.6
Hungary,8 Dec 2020,2219,256282,2.62
Hungary,9 Dec 2020,3221,259503,2.66
Hungary,9 Dec 2020,3221,259503,2.66
Hungary,10 Dec 2020,5415,264918,2.71
Hungary,10 Dec 2020,5415,264918,2.71
Hungary,10 Dec 2020,5415,264918,2.71
Hungary,11 Dec 2020,6197,271115,2.78
Hungary,12 Dec 2020,5047,276162,2.83
Hungary,12 Dec 2020,5047,276162,2.83
Hungary,13 Dec 2020,4153,280315,2.87
Hungary,14 Dec 2020,3470,283785,2.9
Hungary,14 Dec 2020,3470,283785,2.9
Hungary,14 Dec 2020,3470,283785,2.9
Hungary,15 Dec 2020,1893,285678,2.92
Hungary,15 Dec 2020,1893,285678,2.92
Hungary,16 Dec 2020,2804,288482,2.95
Hungary,17 Dec 2020,2982,291464,2.98
Hungary,17 Dec 2020,2982,291464,2.98
Hungary,17 Dec 2020,2982,291464,2.98
Hungary,18 Dec 2020,4428,295892,3.03
Hungary,18 Dec 2020,4428,295892,3.03
Hungary,19 Dec 2020,4045,299937,3.07
Hungary,20 Dec 2020,2967,302904,3.1
Hungary,20 Dec 2020,2967,302904,3.1
Hungary,20 Dec 2020,2967,302904,3.1
Hungary,21 Dec 2020,2141,305045,3.12
Hungary,21 Dec 2020,2141,305045,3.12
Hungary,22 Dec 2020,1238,306283,3.14
Hungary,23 Dec 2020,1894,308177,3.15
Hungary,23 Dec 2020,1894,308177,3.15
Hungary,23 Dec 2020,1894,308177,3.15
Hungary,24 Dec 2020,3292,311469,3.19
Hungary,24 Dec 2020,3292,311469,3.19
Hungary,25 Dec 2020,2610,314079,3.21
Hungary,26 Dec 2020,1198,315277,3.23
Hungary,26 Dec 2020,1198,315277,3.23
Hungary,27 Dec 2020,698,315975,3.23
Hungary,27 Dec 2020,698,315975,3.23
Hungary,27 Dec 2020,698,315975,3.23
Hungary,28 Dec 2020,609,316584,3.24
Hungary,29 Dec 2020,902,317486,3.25
Hungary,29 Dec 2020,902,317486,3.25
Hungary,30 Dec 2020,1972,319458,3.27
Hungary,30 Dec 2020,1972,319458,3.27
Hungary,30 Dec 2020,1972,319458,3.27
Hungary,31 Dec 2020,2971,322429,3.3
Hungary,1 Jan 2021,2764,325193,3.33
Hungary,1 Jan 2021,2764,325193,3.33
Hungary,2 Jan 2021,1410,326603,3.34
Hungary,2 Jan 2021,1410,326603,3.34
Hungary,2 Jan 2021,1410,326603,3.34
Hungary,3 Jan 2021,1307,327910,3.36
Hungary,4 Jan 2021,856,328766,3.37
Hungary,4 Jan 2021,856,328766,3.37
Hungary,5 Jan 2021,870,329636,3.37
Hungary,6 Jan 2021,2047,331683,3.4
Hungary,6 Jan 2021,2047,331683,3.4
Hungary,6 Jan 2021,2047,331683,3.4
Hungary,7 Jan 2021,3068,334751,3.43
Hungary,7 Jan 2021,3068,334751,3.43
Hungary,8 Jan 2021,2907,337658,3.46
Hungary,9 Jan 2021,2716,340374,3.48
Hungary,9 Jan 2021,2716,340374,3.48
Hungary,9 Jan 2021,2716,340374,3.48
Hungary,10 Jan 2021,1778,342152,3.5
Hungary,10 Jan 2021,1778,342152,3.5
Hungary,11 Jan 2021,1419,343571,3.52
Hungary,12 Jan 2021,696,344267,3.52
Hungary,12 Jan 2021,696,344267,3.52
Hungary,12 Jan 2021,696,344267,3.52
Hungary,13 Jan 2021,1358,345625,3.54
Hungary,13 Jan 2021,1358,345625,3.54
Hungary,14 Jan 2021,1926,347551,3.56
Hungary,15 Jan 2021,1513,349064,3.57
Hungary,15 Jan 2021,1513,349064,3.57
Hungary,15 Jan 2021,1513,349064,3.57
Hungary,16 Jan 2021,1438,350502,3.59
Hungary,16 Jan 2021,1438,350502,3.59
Hungary,17 Jan 2021,1241,351743,3.6
Hungary,18 Jan 2021,875,352618,3.61
Hungary,18 Jan 2021,875,352618,3.61
Hungary,19 Jan 2021,573,353191,3.62
Hungary,19 Jan 2021,573,353191,3.62
Hungary,19 Jan 2021,573,353191,3.62
Hungary,20 Jan 2021,976,354167,3.63
Hungary,21 Jan 2021,1410,355577,3.64
Hungary,21 Jan 2021,1410,355577,3.64
Hungary,22 Jan 2021,1311,356888,3.65
Hungary,22 Jan 2021,1311,356888,3.65
Hungary,22 Jan 2021,1311,356888,3.65
Hungary,23 Jan 2021,1344,358232,3.67
Hungary,24 Jan 2021,1257,359489,3.68
Hungary,24 Jan 2021,1257,359489,3.68
Hungary,25 Jan 2021,844,360333,3.69
Hungary,25 Jan 2021,844,360333,3.69
Hungary,25 Jan 2021,844,360333,3.69
Hungary,26 Jan 2021,459,360792,3.69
Hungary,27 Jan 2021,1004,361796,3.7
Hungary,27 Jan 2021,1004,361796,3.7
Hungary,28 Jan 2021,1569,363365,3.72
Hungary,29 Jan 2021,1459,364824,3.73
Hungary,29 Jan 2021,1459,364824,3.73
Hungary,29 Jan 2021,1459,364824,3.73
Hungary,30 Jan 2021,1370,366194,3.75
Hungary,30 Jan 2021,1370,366194,3.75
Hungary,31 Jan 2021,1307,367501,3.76
Hungary,1 Feb 2021,1124,368625,3.77
Hungary,1 Feb 2021,1124,368625,3.77
Hungary,1 Feb 2021,1124,368625,3.77
Hungary,2 Feb 2021,578,369203,3.78
Hungary,2 Feb 2021,578,369203,3.78
Hungary,3 Feb 2021,1048,370251,3.79
Hungary,4 Feb 2021,1652,371903,3.81
Hungary,4 Feb 2021,1652,371903,3.81
Hungary,4 Feb 2021,1652,371903,3.81
Hungary,5 Feb 2021,1576,373479,3.82
Hungary,5 Feb 2021,1576,373479,3.82
Hungary,6 Feb 2021,1561,375040,3.84
Hungary,7 Feb 2021,1370,376410,3.85
Hungary,7 Feb 2021,1370,376410,3.85
Hungary,7 Feb 2021,1370,376410,3.85
Hungary,8 Feb 2021,1160,377570,3.86
Hungary,8 Feb 2021,1160,377570,3.86
Hungary,9 Feb 2021,1079,378649,3.88
Hungary,10 Feb 2021,1279,379928,3.89
Hungary,10 Feb 2021,1279,379928,3.89
Hungary,11 Feb 2021,1862,381790,3.91
Hungary,11 Feb 2021,1862,381790,3.91
Hungary,11 Feb 2021,1862,381790,3.91
Hungary,12 Feb 2021,1860,383650,3.93
Hungary,13 Feb 2021,2020,385670,3.95
Hungary,13 Feb 2021,2020,385670,3.95
Hungary,14 Feb 2021,1707,387377,3.97
Hungary,14 Feb 2021,1707,387377,3.97
Hungary,14 Feb 2021,1707,387377,3.97
Hungary,15 Feb 2021,1337,388714,3.98
Hungary,16 Feb 2021,823,389537,3.99
Hungary,16 Feb 2021,823,389537,3.99
Hungary,17 Feb 2021,1548,391085,4.0
Hungary,17 Feb 2021,1548,391085,4.0
Hungary,17 Feb 2021,1548,391085,4.0
Hungary,18 Feb 2021,2853,393938,4.03
Hungary,19 Feb 2021,3093,397031,4.06
Hungary,19 Feb 2021,3093,397031,4.06
Hungary,20 Feb 2021,2995,400026,4.09
Hungary,21 Feb 2021,2912,402938,4.12
Hungary,21 Feb 2021,2912,402938,4.12
Hungary,21 Feb 2021,2912,402938,4.12
Hungary,22 Feb 2021,2623,405561,4.15
Hungary,22 Feb 2021,2623,405561,4.15
Hungary,23 Feb 2021,1628,407189,4.17
Hungary,24 Feb 2021,2855,410044,4.2
Hungary,24 Feb 2021,2855,410044,4.2
Hungary,24 Feb 2021,2855,410044,4.2
Hungary,25 Feb 2021,4385,414429,4.24
Hungary,25 Feb 2021,4385,414429,4.24
Hungary,26 Feb 2021,4668,419097,4.29
Hungary,27 Feb 2021,4948,424045,4.34
Hungary,27 Feb 2021,4948,424045,4.34
Hungary,27 Feb 2021,4948,424045,4.34
Hungary,28 Feb 2021,4469,428514,4.39
Hungary,28 Feb 2021,4469,428514,4.39
Hungary,1 Mar 2021,4326,432840,4.43
Hungary,2 Mar 2021,2764,435604,4.46
Hungary,2 Mar 2021,2764,435604,4.46
Hungary,2 Mar 2021,2764,435604,4.46
Hungary,3 Mar 2021,4211,439815,4.5
Hungary,3 Mar 2021,4211,439815,4.5
Hungary,4 Mar 2021,6278,446093,4.57
Hungary,5 Mar 2021,6369,452462,4.63
Hungary,5 Mar 2021,6369,452462,4.63
Hungary,6 Mar 2021,7269,459731,4.71
Hungary,6 Mar 2021,7269,459731,4.71
Hungary,6 Mar 2021,7269,459731,4.71
Hungary,7 Mar 2021,6201,465932,4.77
Hungary,8 Mar 2021,2696,468628,4.8
Hungary,8 Mar 2021,2696,468628,4.8
Hungary,9 Mar 2021,6494,475122,4.86
Hungary,9 Mar 2021,6494,475122,4.86
Hungary,9 Mar 2021,6494,475122,4.86
Hungary,10 Mar 2021,5653,480775,4.92
Hungary,11 Mar 2021,8312,489087,5.01
Hungary,11 Mar 2021,8312,489087,5.01
Hungary,12 Mar 2021,9011,498098,5.1
Hungary,12 Mar 2021,9011,498098,5.1
Hungary,12 Mar 2021,9011,498098,5.1
Hungary,13 Mar 2021,9444,507542,5.2
Hungary,14 Mar 2021,8863,516405,5.29
Hungary,14 Mar 2021,8863,516405,5.29
Hungary,15 Mar 2021,7706,524111,5.36
Hungary,16 Mar 2021,4926,529037,5.42
Hungary,16 Mar 2021,4926,529037,5.42
Hungary,16 Mar 2021,4926,529037,5.42
Hungary,17 Mar 2021,3456,532493,5.45
Hungary,17 Mar 2021,3456,532493,5.45
Hungary,18 Mar 2021,6502,538995,5.52
Hungary,19 Mar 2021,10759,549754,5.63
Hungary,19 Mar 2021,10759,549754,5.63
Hungary,19 Mar 2021,10759,549754,5.63
Hungary,20 Mar 2021,11132,560886,5.74
Hungary,20 Mar 2021,11132,560886,5.74
Hungary,21 Mar 2021,10625,571511,5.85
Hungary,22 Mar 2021,9046,580557,5.94
Hungary,22 Mar 2021,9046,580557,5.94
Hungary,22 Mar 2021,9046,580557,5.94
Hungary,23 Mar 2021,5481,586038,6.0
Hungary,23 Mar 2021,5481,586038,6.0
Hungary,24 Mar 2021,7587,593625,6.08
Hungary,25 Mar 2021,9637,603262,6.17
Hungary,25 Mar 2021,9637,603262,6.17
Hungary,25 Mar 2021,9637,603262,6.17
Hungary,26 Mar 2021,11265,614527,6.29
Hungary,26 Mar 2021,11265,614527,6.29
Hungary,27 Mar 2021,10167,624694,6.39
Hungary,28 Mar 2021,9082,633776,6.49
Hungary,28 Mar 2021,9082,633776,6.49
Hungary,29 Mar 2021,7263,641039,6.56
Hungary,29 Mar 2021,7263,641039,6.56
Hungary,29 Mar 2021,7263,641039,6.56
Hungary,30 Mar 2021,4609,645648,6.61
Hungary,31 Mar 2021,6700,652348,6.68
Hungary,31 Mar 2021,6700,652348,6.68
Hungary,1 Apr 2021,9288,661636,6.77
Hungary,1 Apr 2021,9288,661636,6.77
Hungary,1 Apr 2021,9288,661636,6.77
Hungary,2 Apr 2021,9055,670691,6.87
Hungary,3 Apr 2021,8637,679328,6.95
Hungary,3 Apr 2021,8637,679328,6.95
Hungary,4 Apr 2021,6566,685894,7.02
Hungary,4 Apr 2021,6566,685894,7.02
Hungary,4 Apr 2021,6566,685894,7.02
Hungary,5 Apr 2021,3874,689768,7.06
Hungary,6 Apr 2021,1890,691658,7.08
Hungary,6 Apr 2021,1890,691658,7.08
Hungary,7 Apr 2021,1933,693591,7.1
Hungary,8 Apr 2021,4814,698405,7.15
Hungary,8 Apr 2021,4814,698405,7.15
Hungary,8 Apr 2021,4814,698405,7.15
Hungary,9 Apr 2021,7325,705730,7.22
Hungary,9 Apr 2021,7325,705730,7.22
Ireland,14 Mar 2020,39,39,0.0
Ireland,15 Mar 2020,0,39,0.0
Ireland,15 Mar 2020,0,39,0.0
Ireland,16 Mar 2020,40,79,0.0
Ireland,16 Mar 2020,40,79,0.0
Ireland,16 Mar 2020,40,79,0.0
Ireland,17 Mar 2020,54,133,0.0
Ireland,18 Mar 2020,69,202,0.0
Ireland,18 Mar 2020,69,202,0.0
Ireland,19 Mar 2020,265,467,0.01
Ireland,19 Mar 2020,265,467,0.01
Ireland,19 Mar 2020,265,467,0.01
Ireland,20 Mar 2020,126,593,0.01
Ireland,21 Mar 2020,102,695,0.01
Ireland,21 Mar 2020,102,695,0.01
Ireland,22 Mar 2020,121,816,0.02
Ireland,23 Mar 2020,219,1035,0.02
Ireland,23 Mar 2020,219,1035,0.02
Ireland,23 Mar 2020,219,1035,0.02
Ireland,24 Mar 2020,204,1239,0.02
Ireland,24 Mar 2020,204,1239,0.02
Ireland,25 Mar 2020,235,1474,0.03
Ireland,26 Mar 2020,255,1729,0.03
Ireland,26 Mar 2020,255,1729,0.03
Ireland,26 Mar 2020,255,1729,0.03
Ireland,27 Mar 2020,302,2031,0.04
Ireland,27 Mar 2020,302,2031,0.04
Ireland,28 Mar 2020,294,2325,0.05
Ireland,29 Mar 2020,200,2525,0.05
Ireland,29 Mar 2020,200,2525,0.05
Ireland,30 Mar 2020,295,2820,0.06
Ireland,30 Mar 2020,295,2820,0.06
Ireland,30 Mar 2020,295,2820,0.06
Ireland,31 Mar 2020,325,3145,0.06
Ireland,1 Apr 2020,212,3357,0.07
Ireland,1 Apr 2020,212,3357,0.07
Ireland,2 Apr 2020,402,3759,0.08
Ireland,3 Apr 2020,424,4183,0.08
Ireland,3 Apr 2020,424,4183,0.08
Ireland,3 Apr 2020,424,4183,0.08
Ireland,4 Apr 2020,331,4514,0.09
Ireland,4 Apr 2020,331,4514,0.09
Ireland,5 Apr 2020,390,4904,0.1
Ireland,6 Apr 2020,370,5274,0.11
Ireland,6 Apr 2020,370,5274,0.11
Ireland,6 Apr 2020,370,5274,0.11
Ireland,7 Apr 2020,345,5619,0.11
Ireland,7 Apr 2020,345,5619,0.11
Ireland,8 Apr 2020,365,5984,0.12
Ireland,9 Apr 2020,500,6484,0.13
Ireland,9 Apr 2020,500,6484,0.13
Ireland,10 Apr 2020,1515,7999,0.16
Ireland,10 Apr 2020,1515,7999,0.16
Ireland,10 Apr 2020,1515,7999,0.16
Ireland,11 Apr 2020,839,8838,0.18
Ireland,12 Apr 2020,727,9565,0.19
Ireland,12 Apr 2020,727,9565,0.19
Ireland,13 Apr 2020,992,10557,0.21
Ireland,13 Apr 2020,992,10557,0.21
Ireland,13 Apr 2020,992,10557,0.21
Ireland,14 Apr 2020,832,11389,0.23
Ireland,15 Apr 2020,1068,12457,0.25
Ireland,15 Apr 2020,1068,12457,0.25
Ireland,16 Apr 2020,724,13181,0.27
Ireland,17 Apr 2020,709,13890,0.28
Ireland,17 Apr 2020,709,13890,0.28
Ireland,17 Apr 2020,709,13890,0.28
Ireland,18 Apr 2020,778,14668,0.3
Ireland,18 Apr 2020,778,14668,0.3
Ireland,19 Apr 2020,493,15161,0.31
Ireland,20 Apr 2020,401,15562,0.31
Ireland,20 Apr 2020,401,15562,0.31
Ireland,20 Apr 2020,401,15562,0.31
Ireland,21 Apr 2020,388,15950,0.32
Ireland,21 Apr 2020,388,15950,0.32
Ireland,22 Apr 2020,631,16581,0.33
Ireland,23 Apr 2020,936,17517,0.35
Ireland,23 Apr 2020,936,17517,0.35
Ireland,24 Apr 2020,577,18094,0.36
Ireland,24 Apr 2020,577,18094,0.36
Ireland,24 Apr 2020,577,18094,0.36
Ireland,25 Apr 2020,377,18471,0.37
Ireland,26 Apr 2020,701,19172,0.39
Ireland,26 Apr 2020,701,19172,0.39
Ireland,27 Apr 2020,386,19558,0.39
Ireland,27 Apr 2020,386,19558,0.39
Ireland,27 Apr 2020,386,19558,0.39
Ireland,28 Apr 2020,229,19787,0.4
Ireland,29 Apr 2020,376,20163,0.41
Ireland,29 Apr 2020,376,20163,0.41
Ireland,30 Apr 2020,359,20522,0.41
Ireland,1 May 2020,221,20743,0.42
Ireland,1 May 2020,221,20743,0.42
Ireland,1 May 2020,221,20743,0.42
Ireland,2 May 2020,343,21086,0.42
Ireland,2 May 2020,343,21086,0.42
Ireland,3 May 2020,330,21416,0.43
Ireland,4 May 2020,266,21682,0.44
Ireland,4 May 2020,266,21682,0.44
Ireland,4 May 2020,266,21682,0.44
Ireland,5 May 2020,211,21893,0.44
Ireland,5 May 2020,211,21893,0.44
Ireland,6 May 2020,265,22158,0.45
Ireland,7 May 2020,137,22295,0.45
Ireland,7 May 2020,137,22295,0.45
Ireland,8 May 2020,156,22451,0.45
Ireland,8 May 2020,156,22451,0.45
Ireland,8 May 2020,156,22451,0.45
Ireland,9 May 2020,219,22670,0.46
Ireland,10 May 2020,236,22906,0.46
Ireland,10 May 2020,236,22906,0.46
Ireland,11 May 2020,139,23045,0.46
Ireland,12 May 2020,107,23152,0.47
Ireland,12 May 2020,107,23152,0.47
Ireland,12 May 2020,107,23152,0.47
Ireland,13 May 2020,159,23311,0.47
Ireland,13 May 2020,159,23311,0.47
Ireland,14 May 2020,426,23737,0.48
Ireland,15 May 2020,129,23866,0.48
Ireland,15 May 2020,129,23866,0.48
Ireland,15 May 2020,129,23866,0.48
Ireland,16 May 2020,92,23958,0.48
Ireland,16 May 2020,92,23958,0.48
Ireland,17 May 2020,64,24022,0.48
Ireland,18 May 2020,88,24110,0.49
Ireland,18 May 2020,88,24110,0.49
Ireland,19 May 2020,51,24161,0.49
Ireland,19 May 2020,51,24161,0.49
Ireland,19 May 2020,51,24161,0.49
Ireland,20 May 2020,64,24225,0.49
Ireland,21 May 2020,76,24301,0.49
Ireland,21 May 2020,76,24301,0.49
Ireland,22 May 2020,115,24416,0.49
Ireland,22 May 2020,115,24416,0.49
Ireland,22 May 2020,115,24416,0.49
Ireland,23 May 2020,76,24492,0.49
Ireland,24 May 2020,57,24549,0.49
Ireland,24 May 2020,57,24549,0.49
Ireland,25 May 2020,59,24608,0.5
Ireland,26 May 2020,37,24645,0.5
Ireland,26 May 2020,37,24645,0.5
Ireland,26 May 2020,37,24645,0.5
Ireland,27 May 2020,68,24713,0.5
Ireland,27 May 2020,68,24713,0.5
Ireland,28 May 2020,38,24751,0.5
Ireland,29 May 2020,35,24786,0.5
Ireland,29 May 2020,35,24786,0.5
Ireland,29 May 2020,35,24786,0.5
Ireland,30 May 2020,53,24839,0.5
Ireland,30 May 2020,53,24839,0.5
Ireland,31 May 2020,61,24900,0.5
Ireland,1 Jun 2020,72,24972,0.5
Ireland,1 Jun 2020,72,24972,0.5
Ireland,2 Jun 2020,4,24976,0.5
Ireland,2 Jun 2020,4,24976,0.5
Ireland,2 Jun 2020,4,24976,0.5
Ireland,3 Jun 2020,45,25021,0.5
Ireland,4 Jun 2020,31,25052,0.5
Ireland,4 Jun 2020,31,25052,0.5
Ireland,5 Jun 2020,21,25073,0.51
Ireland,5 Jun 2020,21,25073,0.51
Ireland,5 Jun 2020,21,25073,0.51
Ireland,6 Jun 2020,20,25093,0.51
Ireland,7 Jun 2020,18,25111,0.51
Ireland,7 Jun 2020,18,25111,0.51
Ireland,8 Jun 2020,6,25117,0.51
Ireland,9 Jun 2020,8,25125,0.51
Ireland,9 Jun 2020,8,25125,0.51
Ireland,9 Jun 2020,8,25125,0.51
Ireland,10 Jun 2020,16,25141,0.51
Ireland,10 Jun 2020,16,25141,0.51
Ireland,11 Jun 2020,7,25148,0.51
Ireland,12 Jun 2020,12,25160,0.51
Ireland,12 Jun 2020,12,25160,0.51
Ireland,12 Jun 2020,12,25160,0.51
Ireland,13 Jun 2020,45,25205,0.51
Ireland,13 Jun 2020,45,25205,0.51
Ireland,14 Jun 2020,8,25213,0.51
Ireland,15 Jun 2020,18,25231,0.51
Ireland,15 Jun 2020,18,25231,0.51
Ireland,16 Jun 2020,13,25244,0.51
Ireland,16 Jun 2020,13,25244,0.51
Ireland,16 Jun 2020,13,25244,0.51
Ireland,17 Jun 2020,7,25251,0.51
Ireland,18 Jun 2020,14,25265,0.51
Ireland,18 Jun 2020,14,25265,0.51
Ireland,19 Jun 2020,13,25278,0.51
Ireland,20 Jun 2020,6,25284,0.51
Ireland,20 Jun 2020,6,25284,0.51
Ireland,20 Jun 2020,6,25284,0.51
Ireland,21 Jun 2020,5,25289,0.51
Ireland,21 Jun 2020,5,25289,0.51
Ireland,22 Jun 2020,4,25293,0.51
Ireland,23 Jun 2020,8,25301,0.51
Ireland,23 Jun 2020,8,25301,0.51
Ireland,23 Jun 2020,8,25301,0.51
Ireland,24 Jun 2020,5,25306,0.51
Ireland,24 Jun 2020,5,25306,0.51
Ireland,25 Jun 2020,9,25315,0.51
Ireland,26 Jun 2020,9,25324,0.51
Ireland,26 Jun 2020,9,25324,0.51
Ireland,27 Jun 2020,23,25347,0.51
Ireland,27 Jun 2020,23,25347,0.51
Ireland,27 Jun 2020,23,25347,0.51
Ireland,28 Jun 2020,2,25349,0.51
Ireland,29 Jun 2020,23,25372,0.51
Ireland,29 Jun 2020,23,25372,0.51
Ireland,30 Jun 2020,11,25383,0.51
Ireland,30 Jun 2020,11,25383,0.51
Ireland,30 Jun 2020,11,25383,0.51
Ireland,1 Jul 2020,4,25387,0.51
Ireland,2 Jul 2020,12,25399,0.51
Ireland,2 Jul 2020,12,25399,0.51
Ireland,3 Jul 2020,9,25408,0.51
Ireland,4 Jul 2020,11,25419,0.51
Ireland,4 Jul 2020,11,25419,0.51
Ireland,4 Jul 2020,11,25419,0.51
Ireland,5 Jul 2020,18,25437,0.51
Ireland,5 Jul 2020,18,25437,0.51
Ireland,6 Jul 2020,4,25441,0.51
Ireland,7 Jul 2020,7,25448,0.51
Ireland,7 Jul 2020,7,25448,0.51
Ireland,7 Jul 2020,7,25448,0.51
Ireland,8 Jul 2020,4,25452,0.51
Ireland,8 Jul 2020,4,25452,0.51
Ireland,9 Jul 2020,23,25475,0.51
Ireland,10 Jul 2020,24,25499,0.51
Ireland,10 Jul 2020,24,25499,0.51
Ireland,11 Jul 2020,22,25521,0.51
Ireland,11 Jul 2020,22,25521,0.51
Ireland,11 Jul 2020,22,25521,0.51
Ireland,12 Jul 2020,17,25538,0.51
Ireland,13 Jul 2020,10,25548,0.51
Ireland,13 Jul 2020,10,25548,0.51
Ireland,14 Jul 2020,32,25580,0.52
Ireland,14 Jul 2020,32,25580,0.52
Ireland,14 Jul 2020,32,25580,0.52
Ireland,15 Jul 2020,13,25593,0.52
Ireland,16 Jul 2020,15,25608,0.52
Ireland,16 Jul 2020,15,25608,0.52
Ireland,17 Jul 2020,32,25640,0.52
Ireland,18 Jul 2020,20,25660,0.52
Ireland,18 Jul 2020,20,25660,0.52
Ireland,18 Jul 2020,20,25660,0.52
Ireland,19 Jul 2020,10,25670,0.52
Ireland,19 Jul 2020,10,25670,0.52
Ireland,20 Jul 2020,6,25676,0.52
Ireland,21 Jul 2020,36,25712,0.52
Ireland,21 Jul 2020,36,25712,0.52
Ireland,22 Jul 2020,17,25729,0.52
Ireland,22 Jul 2020,17,25729,0.52
Ireland,22 Jul 2020,17,25729,0.52
Ireland,23 Jul 2020,7,25736,0.52
Ireland,24 Jul 2020,19,25755,0.52
Ireland,24 Jul 2020,19,25755,0.52
Ireland,25 Jul 2020,24,25779,0.52
Ireland,25 Jul 2020,24,25779,0.52
Ireland,25 Jul 2020,24,25779,0.52
Ireland,26 Jul 2020,12,25791,0.52
Ireland,27 Jul 2020,11,25802,0.52
Ireland,27 Jul 2020,11,25802,0.52
Ireland,28 Jul 2020,37,25839,0.52
Ireland,29 Jul 2020,13,25852,0.52
Ireland,29 Jul 2020,13,25852,0.52
Ireland,29 Jul 2020,13,25852,0.52
Ireland,30 Jul 2020,85,25937,0.52
Ireland,30 Jul 2020,85,25937,0.52
Ireland,31 Jul 2020,38,25975,0.52
Ireland,1 Aug 2020,44,26019,0.52
Ireland,1 Aug 2020,44,26019,0.52
Ireland,1 Aug 2020,44,26019,0.52
Ireland,2 Aug 2020,53,26072,0.53
Ireland,2 Aug 2020,53,26072,0.53
Ireland,3 Aug 2020,46,26118,0.53
Ireland,4 Aug 2020,45,26163,0.53
Ireland,4 Aug 2020,45,26163,0.53
Ireland,5 Aug 2020,50,26213,0.53
Ireland,5 Aug 2020,50,26213,0.53
Ireland,5 Aug 2020,50,26213,0.53
Ireland,6 Aug 2020,69,26282,0.53
Ireland,7 Aug 2020,98,26380,0.53
Ireland,7 Aug 2020,98,26380,0.53
Ireland,8 Aug 2020,174,26554,0.53
Ireland,8 Aug 2020,174,26554,0.53
Ireland,8 Aug 2020,174,26554,0.53
Ireland,9 Aug 2020,68,26622,0.54
Ireland,10 Aug 2020,56,26678,0.54
Ireland,10 Aug 2020,56,26678,0.54
Ireland,11 Aug 2020,33,26711,0.54
Ireland,12 Aug 2020,37,26748,0.54
Ireland,12 Aug 2020,37,26748,0.54
Ireland,12 Aug 2020,37,26748,0.54
Ireland,13 Aug 2020,91,26839,0.54
Ireland,13 Aug 2020,91,26839,0.54
Ireland,14 Aug 2020,66,26905,0.54
Ireland,15 Aug 2020,196,27101,0.55
Ireland,15 Aug 2020,196,27101,0.55
Ireland,15 Aug 2020,196,27101,0.55
Ireland,16 Aug 2020,66,27167,0.55
Ireland,16 Aug 2020,66,27167,0.55
Ireland,17 Aug 2020,56,27223,0.55
Ireland,18 Aug 2020,186,27409,0.55
Ireland,18 Aug 2020,186,27409,0.55
Ireland,19 Aug 2020,48,27457,0.55
Ireland,19 Aug 2020,48,27457,0.55
Ireland,19 Aug 2020,48,27457,0.55
Ireland,20 Aug 2020,129,27586,0.56
Ireland,21 Aug 2020,79,27665,0.56
Ireland,21 Aug 2020,79,27665,0.56
Ireland,22 Aug 2020,153,27818,0.56
Ireland,22 Aug 2020,153,27818,0.56
Ireland,22 Aug 2020,153,27818,0.56
Ireland,23 Aug 2020,61,27879,0.56
Ireland,24 Aug 2020,147,28026,0.56
Ireland,24 Aug 2020,147,28026,0.56
Ireland,25 Aug 2020,85,28111,0.57
Ireland,26 Aug 2020,162,28273,0.57
Ireland,26 Aug 2020,162,28273,0.57
Ireland,26 Aug 2020,162,28273,0.57
Ireland,27 Aug 2020,90,28363,0.57
Ireland,27 Aug 2020,90,28363,0.57
Ireland,28 Aug 2020,125,28488,0.57
Ireland,29 Aug 2020,142,28630,0.58
Ireland,29 Aug 2020,142,28630,0.58
Ireland,30 Aug 2020,40,28670,0.58
Ireland,30 Aug 2020,40,28670,0.58
Ireland,30 Aug 2020,40,28670,0.58
Ireland,31 Aug 2020,51,28721,0.58
Ireland,1 Sept 2020,214,28935,0.58
Ireland,1 Sept 2020,214,28935,0.58
Ireland,2 Sept 2020,89,29024,0.58
Ireland,2 Sept 2020,89,29024,0.58
Ireland,2 Sept 2020,89,29024,0.58
Ireland,3 Sept 2020,92,29116,0.59
Ireland,4 Sept 2020,97,29213,0.59
Ireland,4 Sept 2020,97,29213,0.59
Ireland,5 Sept 2020,231,29444,0.59
Ireland,6 Sept 2020,138,29582,0.6
Ireland,6 Sept 2020,138,29582,0.6
Ireland,6 Sept 2020,138,29582,0.6
Ireland,7 Sept 2020,102,29684,0.6
Ireland,7 Sept 2020,102,29684,0.6
Ireland,8 Sept 2020,306,29990,0.6
Ireland,9 Sept 2020,84,30074,0.61
Ireland,9 Sept 2020,84,30074,0.61
Ireland,9 Sept 2020,84,30074,0.61
Ireland,10 Sept 2020,196,30270,0.61
Ireland,10 Sept 2020,196,30270,0.61
Ireland,11 Sept 2020,211,30481,0.61
Ireland,12 Sept 2020,159,30640,0.62
Ireland,12 Sept 2020,159,30640,0.62
Ireland,13 Sept 2020,255,30895,0.62
Ireland,13 Sept 2020,255,30895,0.62
Ireland,13 Sept 2020,255,30895,0.62
Ireland,14 Sept 2020,207,31102,0.63
Ireland,15 Sept 2020,357,31459,0.63
Ireland,15 Sept 2020,357,31459,0.63
